Name,Mean (ps),2*Stdev (ps)
All.Lookup (powers of two).MapBB.2,4450,246
All.Lookup (powers of two).MapBU.2,4187,138
All.Lookup (powers of two).MapUL.2,4138,410
All.Lookup (powers of two).MapUB.2,4158,260
All.Lookup (powers of two).MapUU.2,3991,152
All.Lookup (powers of two).HashMap.Lazy.4,4517,220
All.Lookup (powers of two).HashMap.Strict.4,4481,298
All.Lookup (powers of two).MapBL.4,4285,254
All.Lookup (powers of two).MapBB.4,4334,210
All.Lookup (powers of two).MapBU.4,3956,272
All.Lookup (powers of two).MapUL.4,3843,148
All.Lookup (powers of two).MapUB.4,4186,230
All.Lookup (powers of two).MapUU.4,4146,344
All.Lookup (powers of two).HashMap.Lazy.8,4633,160
All.Lookup (powers of two).HashMap.Strict.8,4561,418
All.Lookup (powers of two).MapBL.8,4330,232
All.Lookup (powers of two).MapBB.8,4472,112
All.Lookup (powers of two).MapBU.8,4052,112
All.Lookup (powers of two).MapUL.8,4519,394
All.Lookup (powers of two).MapUB.8,4367,258
All.Lookup (powers of two).MapUU.8,4828,470
All.Lookup (powers of two).HashMap.Lazy.16,5113,362
All.Lookup (powers of two).HashMap.Strict.16,4691,118
All.Lookup (powers of two).MapBL.16,4504,364
All.Lookup (powers of two).MapBB.16,4896,358
All.Lookup (powers of two).MapBU.16,4324,310
All.Lookup (powers of two).MapUL.16,4217,112
All.Lookup (powers of two).MapUB.16,4285,418
All.Lookup (powers of two).MapUU.16,4398,298
All.Lookup (powers of two).HashMap.Lazy.32,5129,276
All.Lookup (powers of two).HashMap.Strict.32,5363,348
All.Lookup (powers of two).MapBL.32,4644,428
All.Lookup (powers of two).MapBB.32,5325,242
All.Lookup (powers of two).MapBU.32,4539,410
All.Lookup (powers of two).MapUL.32,4861,366
All.Lookup (powers of two).MapUB.32,4418,376
All.Lookup (powers of two).MapUU.32,4440,396
All.Lookup (powers of two).HashMap.Lazy.64,5669,484
All.Lookup (powers of two).HashMap.Strict.64,5560,546
All.Lookup (powers of two).MapBL.64,5181,414
All.Lookup (powers of two).MapBB.64,5379,140
All.Lookup (powers of two).MapBU.64,5307,368
All.Lookup (powers of two).MapUL.64,5063,228
All.Lookup (powers of two).MapUB.64,5202,318
All.Lookup (powers of two).MapUU.64,5073,304
All.Lookup (powers of two).HashMap.Lazy.128,5494,452
All.Lookup (powers of two).HashMap.Strict.128,5875,556
All.Lookup (powers of two).MapBL.128,5131,170
All.Lookup (powers of two).MapBB.128,5578,548
All.Lookup (powers of two).MapBU.128,5203,486
All.Lookup (powers of two).MapUL.128,4864,306
All.Lookup (powers of two).MapUB.128,4914,252
All.Lookup (powers of two).MapUU.128,4965,436
All.Lookup (powers of two).HashMap.Lazy.256,5293,314
All.Lookup (powers of two).HashMap.Strict.256,5287,300
All.Lookup (powers of two).MapBL.256,5104,158
All.Lookup (powers of two).MapBB.256,5470,226
All.Lookup (powers of two).MapBU.256,5153,232
All.Lookup (powers of two).MapUL.256,4913,396
All.Lookup (powers of two).MapUB.256,5133,360
All.Lookup (powers of two).MapUU.256,5020,162
All.Lookup (powers of two).HashMap.Lazy.512,5457,202
All.Lookup (powers of two).HashMap.Strict.512,5596,322
All.Lookup (powers of two).MapBL.512,5010,320
All.Lookup (powers of two).MapBB.512,5920,434
All.Lookup (powers of two).MapBU.512,5187,242
All.Lookup (powers of two).MapUL.512,4994,114
All.Lookup (powers of two).MapUB.512,5235,430
All.Lookup (powers of two).MapUU.512,5239,378
All.Lookup (powers of two).HashMap.Lazy.1024,7434,374
All.Lookup (powers of two).HashMap.Strict.1024,7190,250
All.Lookup (powers of two).MapBL.1024,5329,468
All.Lookup (powers of two).MapBB.1024,6196,428
All.Lookup (powers of two).MapBU.1024,5431,524
All.Lookup (powers of two).MapUL.1024,5263,188
All.Lookup (powers of two).MapUB.1024,5392,372
All.Lookup (powers of two).MapUU.1024,5043,292
All.Foldr (+) 0 (small).HashMapLazy.0,4234,206
All.Foldr (+) 0 (small).HashMapStrict.0,4062,158
All.Foldr (+) 0 (small).MapBL.0,3169,146
All.Foldr (+) 0 (small).MapBB.0,3233,254
All.Foldr (+) 0 (small).MapBU.0,3204,144
All.Foldr (+) 0 (small).MapUL.0,3216,104
All.Foldr (+) 0 (small).MapUB.0,3299,196
All.Foldr (+) 0 (small).MapUU.0,3260,164
All.Foldr (+) 0 (small).HashMapLazy.1,4521,70
All.Foldr (+) 0 (small).HashMapStrict.1,4451,370
All.Foldr (+) 0 (small).MapBL.1,3333,118
All.Foldr (+) 0 (small).MapBB.1,3321,296
All.Foldr (+) 0 (small).MapBU.1,3368,334
All.Foldr (+) 0 (small).MapUL.1,3385,256
All.Foldr (+) 0 (small).MapUB.1,3772,334
All.Foldr (+) 0 (small).MapUU.1,3689,270
All.Foldr (+) 0 (small).HashMapLazy.2,11087,1072
All.Foldr (+) 0 (small).HashMapStrict.2,10818,406
All.Foldr (+) 0 (small).MapBL.2,11368,630
All.Foldr (+) 0 (small).MapBB.2,8586,274
All.Foldr (+) 0 (small).MapBU.2,10383,816
All.Foldr (+) 0 (small).MapUL.2,12412,964
All.Foldr (+) 0 (small).MapUB.2,8750,514
All.Foldr (+) 0 (small).MapUU.2,9765,276
All.Foldr (+) 0 (small).HashMapLazy.3,12856,430
All.Foldr (+) 0 (small).HashMapStrict.3,13078,780
All.Foldr (+) 0 (small).MapBL.3,12156,408
All.Foldr (+) 0 (small).MapBB.3,10879,816
All.Foldr (+) 0 (small).MapBU.3,11415,710
All.Foldr (+) 0 (small).MapUL.3,12449,1030
All.Foldr (+) 0 (small).MapUB.3,11006,916
All.Foldr (+) 0 (small).MapUU.3,11243,502
All.Foldr (+) 0 (small).HashMapLazy.4,15130,1258
All.Foldr (+) 0 (small).HashMapStrict.4,15603,1184
All.Foldr (+) 0 (small).MapBL.4,13548,1310
All.Foldr (+) 0 (small).MapBB.4,11784,732
All.Foldr (+) 0 (small).MapBU.4,12726,1198
All.Foldr (+) 0 (small).MapUL.4,13817,1266
All.Foldr (+) 0 (small).MapUB.4,11534,460
All.Foldr (+) 0 (small).MapUU.4,12979,1102
All.Foldr (+) 0 (small).HashMapLazy.5,17127,1180
All.Foldr (+) 0 (small).HashMapStrict.5,17375,1512
All.Foldr (+) 0 (small).MapBL.5,14524,1336
All.Foldr (+) 0 (small).MapBB.5,12658,864
All.Foldr (+) 0 (small).MapBU.5,12963,678
All.Foldr (+) 0 (small).MapUL.5,15639,1088
All.Foldr (+) 0 (small).MapUB.5,12447,708
All.Foldr (+) 0 (small).MapUU.5,12668,740
All.Foldr (+) 0 (small).HashMapLazy.6,19513,1882
All.Foldr (+) 0 (small).HashMapStrict.6,20271,1264
All.Foldr (+) 0 (small).MapBL.6,15922,756
All.Foldr (+) 0 (small).MapBB.6,13984,1184
All.Foldr (+) 0 (small).MapBU.6,13504,1098
All.Foldr (+) 0 (small).MapUL.6,15876,1302
All.Foldr (+) 0 (small).MapUB.6,13473,804
All.Foldr (+) 0 (small).MapUU.6,13678,774
All.Foldr (+) 0 (small).HashMapLazy.7,22098,682
All.Foldr (+) 0 (small).HashMapStrict.7,22665,1392
All.Foldr (+) 0 (small).MapBL.7,17538,1416
All.Foldr (+) 0 (small).MapBB.7,13948,1376
All.Foldr (+) 0 (small).MapBU.7,15263,906
All.Foldr (+) 0 (small).MapUL.7,17443,1114
All.Foldr (+) 0 (small).MapUB.7,13838,932
All.Foldr (+) 0 (small).MapUU.7,14725,1250
All.Foldr (+) 0 (small).HashMapLazy.8,24156,1112
All.Foldr (+) 0 (small).HashMapStrict.8,24197,1456
All.Foldr (+) 0 (small).MapBL.8,17923,268
All.Foldr (+) 0 (small).MapBB.8,15624,1286
All.Foldr (+) 0 (small).MapBU.8,15110,884
All.Foldr (+) 0 (small).MapUL.8,18672,1384
All.Foldr (+) 0 (small).MapUB.8,14795,1376
All.Foldr (+) 0 (small).MapUU.8,14971,1148
All.Foldr (+) 0 (small).HashMapLazy.9,26192,2334
All.Foldr (+) 0 (small).HashMapStrict.9,26338,2380
All.Foldr (+) 0 (small).MapBL.9,20518,1012
All.Foldr (+) 0 (small).MapBB.9,16403,1190
All.Foldr (+) 0 (small).MapBU.9,17369,1708
All.Foldr (+) 0 (small).MapUL.9,20365,1874
All.Foldr (+) 0 (small).MapUB.9,15253,546
All.Foldr (+) 0 (small).MapUU.9,15976,860
All.Foldr (+) 0 (small).HashMapLazy.10,28139,2698
All.Foldr (+) 0 (small).HashMapStrict.10,29337,1312
All.Foldr (+) 0 (small).MapBL.10,23489,2082
All.Foldr (+) 0 (small).MapBB.10,16859,1248
All.Foldr (+) 0 (small).MapBU.10,16829,670
All.Foldr (+) 0 (small).MapUL.10,21808,1772
All.Foldr (+) 0 (small).MapUB.10,16804,1294
All.Foldr (+) 0 (small).MapUU.10,18255,1430
All.Foldr (+) 0 (small).HashMapLazy.11,36186,2004
All.Foldr (+) 0 (small).HashMapStrict.11,33842,3128
All.Foldr (+) 0 (small).MapBL.11,23206,972
All.Foldr (+) 0 (small).MapBB.11,16904,1376
All.Foldr (+) 0 (small).MapBU.11,17327,1446
All.Foldr (+) 0 (small).MapUL.11,23880,952
All.Foldr (+) 0 (small).MapUB.11,18013,502
All.Foldr (+) 0 (small).MapUU.11,17836,946
All.Foldr (+) 0 (small).HashMapLazy.12,41177,2766
All.Foldr (+) 0 (small).HashMapStrict.12,39337,3090
All.Foldr (+) 0 (small).MapBL.12,26525,2272
All.Foldr (+) 0 (small).MapBB.12,18212,1186
All.Foldr (+) 0 (small).MapBU.12,19163,738
All.Foldr (+) 0 (small).MapUL.12,24318,732
All.Foldr (+) 0 (small).MapUB.12,18124,1306
All.Foldr (+) 0 (small).MapUU.12,17945,1344
All.Foldr (+) 0 (small).HashMapLazy.13,39126,1050
All.Foldr (+) 0 (small).HashMapStrict.13,42864,2476
All.Foldr (+) 0 (small).MapBL.13,25836,1276
All.Foldr (+) 0 (small).MapBB.13,18954,1658
All.Foldr (+) 0 (small).MapBU.13,18351,1208
All.Foldr (+) 0 (small).MapUL.13,26784,2522
All.Foldr (+) 0 (small).MapUB.13,18939,1208
All.Foldr (+) 0 (small).MapUU.13,18598,848
All.Foldr (+) 0 (small).HashMapLazy.14,40793,3612
All.Foldr (+) 0 (small).HashMapStrict.14,46804,3770
All.Foldr (+) 0 (small).MapBL.14,28137,1746
All.Foldr (+) 0 (small).MapBB.14,18949,244
All.Foldr (+) 0 (small).MapBU.14,19348,674
All.Foldr (+) 0 (small).MapUL.14,27389,1486
All.Foldr (+) 0 (small).MapUB.14,19204,1022
All.Foldr (+) 0 (small).MapUU.14,20621,1604
All.Foldr (+) 0 (small).HashMapLazy.15,45972,2108
All.Foldr (+) 0 (small).HashMapStrict.15,43205,3690
All.Foldr (+) 0 (small).MapBL.15,32755,3154
All.Foldr (+) 0 (small).MapBB.15,21027,1722
All.Foldr (+) 0 (small).MapBU.15,21188,1876
All.Foldr (+) 0 (small).MapUL.15,33034,2484
All.Foldr (+) 0 (small).MapUB.15,20828,1072
All.Foldr (+) 0 (small).MapUU.15,21336,1834
All.Foldr (+) 0 (small).HashMapLazy.16,51177,3116
All.Foldr (+) 0 (small).HashMapStrict.16,49981,2672
All.Foldr (+) 0 (small).MapBL.16,36609,2836
All.Foldr (+) 0 (small).MapBB.16,21557,1140
All.Foldr (+) 0 (small).MapBU.16,21765,1230
All.Foldr (+) 0 (small).MapUL.16,35949,928
All.Foldr (+) 0 (small).MapUB.16,21315,2092
All.Foldr (+) 0 (small).MapUU.16,21511,814
All.Foldr (+) 0 (small).HashMapLazy.17,50970,1344
All.Foldr (+) 0 (small).HashMapStrict.17,52044,3302
All.Foldr (+) 0 (small).MapBL.17,38052,2102
All.Foldr (+) 0 (small).MapBB.17,22238,1322
All.Foldr (+) 0 (small).MapBU.17,22717,1568
All.Foldr (+) 0 (small).MapUL.17,38449,2218
All.Foldr (+) 0 (small).MapUB.17,22234,1176
All.Foldr (+) 0 (small).MapUU.17,22942,1884
All.Foldr (+) 0 (small).HashMapLazy.18,53699,4988
All.Foldr (+) 0 (small).HashMapStrict.18,55208,3256
All.Foldr (+) 0 (small).MapBL.18,38827,3262
All.Foldr (+) 0 (small).MapBB.18,22630,1176
All.Foldr (+) 0 (small).MapBU.18,22736,682
All.Foldr (+) 0 (small).MapUL.18,39824,3336
All.Foldr (+) 0 (small).MapUB.18,22177,1498
All.Foldr (+) 0 (small).MapUU.18,22089,986
All.Foldr (+) 0 (small).HashMapLazy.19,53309,5124
All.Foldr (+) 0 (small).HashMapStrict.19,52481,2108
All.Foldr (+) 0 (small).MapBL.19,39134,3162
All.Foldr (+) 0 (small).MapBB.19,23642,1770
All.Foldr (+) 0 (small).MapBU.19,22477,452
All.Foldr (+) 0 (small).MapUL.19,39583,1892
All.Foldr (+) 0 (small).MapUB.19,23392,2272
All.Foldr (+) 0 (small).MapUU.19,24269,1462
All.Foldr (+) 0 (small).HashMapLazy.20,58239,5288
All.Foldr (+) 0 (small).HashMapStrict.20,56378,4754
All.Foldr (+) 0 (small).MapBL.20,42268,1394
All.Foldr (+) 0 (small).MapBB.20,25008,2278
All.Foldr (+) 0 (small).MapBU.20,24239,1190
All.Foldr (+) 0 (small).MapUL.20,43574,1408
All.Foldr (+) 0 (small).MapUB.20,24473,2094
All.Foldr (+) 0 (small).MapUU.20,26993,2582
All.Foldr (+) 0 (small).HashMapLazy.21,57708,4432
All.Foldr (+) 0 (small).HashMapStrict.21,58608,4292
All.Foldr (+) 0 (small).MapBL.21,47994,3668
All.Foldr (+) 0 (small).MapBB.21,25094,1228
All.Foldr (+) 0 (small).MapBU.21,25394,1942
All.Foldr (+) 0 (small).MapUL.21,43183,1762
All.Foldr (+) 0 (small).MapUB.21,24969,1232
All.Foldr (+) 0 (small).MapUU.21,26756,1934
All.Foldr (+) 0 (small).HashMapLazy.22,59238,2166
All.Foldr (+) 0 (small).HashMapStrict.22,59025,2052
All.Foldr (+) 0 (small).MapBL.22,43598,2676
All.Foldr (+) 0 (small).MapBB.22,26119,2068
All.Foldr (+) 0 (small).MapBU.22,27290,2474
All.Foldr (+) 0 (small).MapUL.22,44804,4240
All.Foldr (+) 0 (small).MapUB.22,26088,2258
All.Foldr (+) 0 (small).MapUU.22,26119,2310
All.Foldr (+) 0 (small).HashMapLazy.23,61586,5044
All.Foldr (+) 0 (small).HashMapStrict.23,61336,5468
All.Foldr (+) 0 (small).MapBL.23,46279,3600
All.Foldr (+) 0 (small).MapBB.23,27272,2238
All.Foldr (+) 0 (small).MapBU.23,26229,1004
All.Foldr (+) 0 (small).MapUL.23,45650,1822
All.Foldr (+) 0 (small).MapUB.23,28393,1532
All.Foldr (+) 0 (small).MapUU.23,26887,2208
All.Foldr (+) 0 (small).HashMapLazy.24,62505,5804
All.Foldr (+) 0 (small).HashMapStrict.24,62578,5132
All.Foldr (+) 0 (small).MapBL.24,41406,1706
All.Foldr (+) 0 (small).MapBB.24,29562,1686
All.Foldr (+) 0 (small).MapBU.24,27695,2286
All.Foldr (+) 0 (small).MapUL.24,40483,2704
All.Foldr (+) 0 (small).MapUB.24,27945,2010
All.Foldr (+) 0 (small).MapUU.24,27063,2524
All.Foldr (+) 0 (small).HashMapLazy.25,65761,4488
All.Foldr (+) 0 (small).HashMapStrict.25,64492,5540
All.Foldr (+) 0 (small).MapBL.25,41844,1556
All.Foldr (+) 0 (small).MapBB.25,29219,2868
All.Foldr (+) 0 (small).MapBU.25,28510,984
All.Foldr (+) 0 (small).MapUL.25,42611,4112
All.Foldr (+) 0 (small).MapUB.25,29437,2840
All.Foldr (+) 0 (small).MapUU.25,28802,1586
All.Foldr (+) 0 (small).HashMapLazy.26,66800,3454
All.Foldr (+) 0 (small).HashMapStrict.26,66607,5138
All.Foldr (+) 0 (small).MapBL.26,43035,1810
All.Foldr (+) 0 (small).MapBB.26,29572,2048
All.Foldr (+) 0 (small).MapBU.26,29457,1694
All.Foldr (+) 0 (small).MapUL.26,43912,1754
All.Foldr (+) 0 (small).MapUB.26,29491,1074
All.Foldr (+) 0 (small).MapUU.26,31072,2292
All.Foldr (+) 0 (small).HashMapLazy.27,67667,4680
All.Foldr (+) 0 (small).HashMapStrict.27,68003,4616
All.Foldr (+) 0 (small).MapBL.27,44527,1540
All.Foldr (+) 0 (small).MapBB.27,32617,2734
All.Foldr (+) 0 (small).MapBU.27,32552,844
All.Foldr (+) 0 (small).MapUL.27,44071,1964
All.Foldr (+) 0 (small).MapUB.27,31905,2358
All.Foldr (+) 0 (small).MapUU.27,31494,1236
All.Foldr (+) 0 (small).HashMapLazy.28,70219,5490
All.Foldr (+) 0 (small).HashMapStrict.28,71058,5630
All.Foldr (+) 0 (small).MapBL.28,46631,3374
All.Foldr (+) 0 (small).MapBB.28,33820,2170
All.Foldr (+) 0 (small).MapBU.28,33568,1940
All.Foldr (+) 0 (small).MapUL.28,46001,1534
All.Foldr (+) 0 (small).MapUB.28,33227,418
All.Foldr (+) 0 (small).MapUU.28,33717,1918
All.Foldr (+) 0 (small).HashMapLazy.29,72937,6714
All.Foldr (+) 0 (small).HashMapStrict.29,70665,6604
All.Foldr (+) 0 (small).MapBL.29,47375,1228
All.Foldr (+) 0 (small).MapBB.29,35623,3292
All.Foldr (+) 0 (small).MapBU.29,35131,2048
All.Foldr (+) 0 (small).MapUL.29,47814,2804
All.Foldr (+) 0 (small).MapUB.29,35237,2052
All.Foldr (+) 0 (small).MapUU.29,37360,3680
All.Foldr (+) 0 (small).HashMapLazy.30,75616,2994
All.Foldr (+) 0 (small).HashMapStrict.30,74475,3204
All.Foldr (+) 0 (small).MapBL.30,48796,1444
All.Foldr (+) 0 (small).MapBB.30,39481,3846
All.Foldr (+) 0 (small).MapBU.30,37474,2788
All.Foldr (+) 0 (small).MapUL.30,48427,4208
All.Foldr (+) 0 (small).MapUB.30,38762,1602
All.Foldr (+) 0 (small).MapUU.30,38515,3628
All.Foldr (+) 0 (small).HashMapLazy.31,72665,4862
All.Foldr (+) 0 (small).HashMapStrict.31,75312,2980
All.Foldr (+) 0 (small).MapBL.31,53738,5028
All.Foldr (+) 0 (small).MapBB.31,41238,1398
All.Foldr (+) 0 (small).MapBU.31,40672,2222
All.Foldr (+) 0 (small).MapUL.31,49822,2536
All.Foldr (+) 0 (small).MapUB.31,40981,3742
All.Foldr (+) 0 (small).MapUU.31,42220,4002
All.Foldr (+) 0 (small).HashMapLazy.32,77770,6848
All.Foldr (+) 0 (small).HashMapStrict.32,78855,4594
All.Foldr (+) 0 (small).MapBL.32,52585,2472
All.Foldr (+) 0 (small).MapBB.32,41103,3182
All.Foldr (+) 0 (small).MapBU.32,42526,3242
All.Foldr (+) 0 (small).MapUL.32,52948,3742
All.Foldr (+) 0 (small).MapUB.32,41225,1680
All.Foldr (+) 0 (small).MapUU.32,42497,3852
All.Foldr (+) 0 (powers of two).HashMapLazy.0,5114,230
All.Foldr (+) 0 (powers of two).HashMapStrict.0,4642,172
All.Foldr (+) 0 (powers of two).MapBL.0,3463,206
All.Foldr (+) 0 (powers of two).MapBB.0,3672,192
All.Foldr (+) 0 (powers of two).MapBU.0,3682,160
All.Foldr (+) 0 (powers of two).MapUL.0,3496,282
All.Foldr (+) 0 (powers of two).MapUB.0,3212,296
All.Foldr (+) 0 (powers of two).MapUU.0,3512,254
All.Foldr (+) 0 (powers of two).HashMapLazy.1,4777,468
All.Foldr (+) 0 (powers of two).HashMapStrict.1,4782,474
All.Foldr (+) 0 (powers of two).MapBL.1,3452,188
All.Foldr (+) 0 (powers of two).MapBB.1,3369,184
All.Foldr (+) 0 (powers of two).MapBU.1,3438,256
All.Foldr (+) 0 (powers of two).MapUL.1,3590,176
All.Foldr (+) 0 (powers of two).MapUB.1,3519,262
All.Foldr (+) 0 (powers of two).MapUU.1,3556,294
All.Foldr (+) 0 (powers of two).HashMapLazy.2,11753,572
All.Foldr (+) 0 (powers of two).HashMapStrict.2,11696,1104
All.Foldr (+) 0 (powers of two).MapBL.2,12115,752
All.Foldr (+) 0 (powers of two).MapBB.2,10143,790
All.Foldr (+) 0 (powers of two).MapBU.2,10944,982
All.Foldr (+) 0 (powers of two).MapUL.2,11361,880
All.Foldr (+) 0 (powers of two).MapUB.2,8894,644
All.Foldr (+) 0 (powers of two).MapUU.2,10592,370
All.Foldr (+) 0 (powers of two).HashMapLazy.4,16796,1318
All.Foldr (+) 0 (powers of two).HashMapStrict.4,15332,1176
All.Foldr (+) 0 (powers of two).MapBL.4,14797,1322
All.Foldr (+) 0 (powers of two).MapBB.4,12355,790
All.Foldr (+) 0 (powers of two).MapBU.4,12810,926
All.Foldr (+) 0 (powers of two).MapUL.4,14337,710
All.Foldr (+) 0 (powers of two).MapUB.4,12441,1184
All.Foldr (+) 0 (powers of two).MapUU.4,13168,904
All.Foldr (+) 0 (powers of two).HashMapLazy.8,26126,1786
All.Foldr (+) 0 (powers of two).HashMapStrict.8,24572,1662
All.Foldr (+) 0 (powers of two).MapBL.8,19483,1620
All.Foldr (+) 0 (powers of two).MapBB.8,15762,1368
All.Foldr (+) 0 (powers of two).MapBU.8,15768,966
All.Foldr (+) 0 (powers of two).MapUL.8,18417,1216
All.Foldr (+) 0 (powers of two).MapUB.8,14922,1036
All.Foldr (+) 0 (powers of two).MapUU.8,15911,1408
All.Foldr (+) 0 (powers of two).HashMapLazy.16,47363,4636
All.Foldr (+) 0 (powers of two).HashMapStrict.16,50632,2726
All.Foldr (+) 0 (powers of two).MapBL.16,37033,1734
All.Foldr (+) 0 (powers of two).MapBB.16,21244,716
All.Foldr (+) 0 (powers of two).MapBU.16,21594,1970
All.Foldr (+) 0 (powers of two).MapUL.16,35614,2152
All.Foldr (+) 0 (powers of two).MapUB.16,21094,1816
All.Foldr (+) 0 (powers of two).MapUU.16,21617,1468
All.Foldr (+) 0 (powers of two).HashMapLazy.32,74357,5076
All.Foldr (+) 0 (powers of two).HashMapStrict.32,73798,4104
All.Foldr (+) 0 (powers of two).MapBL.32,54125,5396
All.Foldr (+) 0 (powers of two).MapBB.32,41426,2330
All.Foldr (+) 0 (powers of two).MapBU.32,40965,1444
All.Foldr (+) 0 (powers of two).MapUL.32,52156,2958
All.Foldr (+) 0 (powers of two).MapUB.32,42651,1822
All.Foldr (+) 0 (powers of two).MapUU.32,42045,1660
All.Foldr (+) 0 (powers of two).HashMapLazy.64,211678,16484
All.Foldr (+) 0 (powers of two).HashMapStrict.64,222423,21800
All.Foldr (+) 0 (powers of two).MapBL.64,232876,11530
All.Foldr (+) 0 (powers of two).MapBB.64,197690,7786
All.Foldr (+) 0 (powers of two).MapBU.64,200979,10440
All.Foldr (+) 0 (powers of two).MapUL.64,222511,16588
All.Foldr (+) 0 (powers of two).MapUB.64,203710,19370
All.Foldr (+) 0 (powers of two).MapUU.64,191344,9248
All.Foldr (+) 0 (powers of two).HashMapLazy.128,422336,31658
All.Foldr (+) 0 (powers of two).HashMapStrict.128,426904,36052
All.Foldr (+) 0 (powers of two).MapBL.128,348268,30174
All.Foldr (+) 0 (powers of two).MapBB.128,233449,16378
All.Foldr (+) 0 (powers of two).MapBU.128,226706,15308
All.Foldr (+) 0 (powers of two).MapUL.128,320826,18464
All.Foldr (+) 0 (powers of two).MapUB.128,236789,15800
All.Foldr (+) 0 (powers of two).MapUU.128,222215,9422
All.Foldr (+) 0 (powers of two).HashMapLazy.256,706946,58360
All.Foldr (+) 0 (powers of two).HashMapStrict.256,690013,38488
All.Foldr (+) 0 (powers of two).MapBL.256,503060,41484
All.Foldr (+) 0 (powers of two).MapBB.256,354112,12196
All.Foldr (+) 0 (powers of two).MapBU.256,365335,36234
All.Foldr (+) 0 (powers of two).MapUL.256,490749,44088
All.Foldr (+) 0 (powers of two).MapUB.256,376264,36676
All.Foldr (+) 0 (powers of two).MapUU.256,373049,21308
All.Foldr (+) 0 (powers of two).HashMapLazy.512,1483396,72378
All.Foldr (+) 0 (powers of two).HashMapStrict.512,1541091,136218
All.Foldr (+) 0 (powers of two).MapBL.512,914871,73430
All.Foldr (+) 0 (powers of two).MapBB.512,603252,31632
All.Foldr (+) 0 (powers of two).MapBU.512,589307,26414
All.Foldr (+) 0 (powers of two).MapUL.512,906946,68498
All.Foldr (+) 0 (powers of two).MapUB.512,606792,56722
All.Foldr (+) 0 (powers of two).MapUU.512,598140,30668
All.Foldr (+) 0 (powers of two).HashMapLazy.1024,2389077,139876
All.Foldr (+) 0 (powers of two).HashMapStrict.1024,2417975,86264
All.Foldr (+) 0 (powers of two).MapBL.1024,1585703,111460
All.Foldr (+) 0 (powers of two).MapBB.1024,1211543,82154
All.Foldr (+) 0 (powers of two).MapBU.1024,1172777,114994
All.Foldr (+) 0 (powers of two).MapUL.1024,1584913,154580
All.Foldr (+) 0 (powers of two).MapUB.1024,1193400,67778
All.Foldr (+) 0 (powers of two).MapUU.1024,1133790,107956
All.foldl' (+) 0 (small).HashMapLazy.0,4183,84
All.foldl' (+) 0 (small).HashMapStrict.0,4238,190
All.foldl' (+) 0 (small).MapBL.0,3270,270
All.foldl' (+) 0 (small).MapBB.0,3226,244
All.foldl' (+) 0 (small).MapBU.0,3219,114
All.foldl' (+) 0 (small).MapUL.0,3277,152
All.foldl' (+) 0 (small).MapUB.0,3351,236
All.foldl' (+) 0 (small).MapUU.0,3359,194
All.foldl' (+) 0 (small).HashMapLazy.1,4579,294
All.foldl' (+) 0 (small).HashMapStrict.1,4999,224
All.foldl' (+) 0 (small).MapBL.1,3522,172
All.foldl' (+) 0 (small).MapBB.1,3424,266
All.foldl' (+) 0 (small).MapBU.1,3492,300
All.foldl' (+) 0 (small).MapUL.1,3465,294
All.foldl' (+) 0 (small).MapUB.1,3663,160
All.foldl' (+) 0 (small).MapUU.1,3310,140
All.foldl' (+) 0 (small).HashMapLazy.2,11151,946
All.foldl' (+) 0 (small).HashMapStrict.2,10869,1006
All.foldl' (+) 0 (small).MapBL.2,5944,208
All.foldl' (+) 0 (small).MapBB.2,4951,382
All.foldl' (+) 0 (small).MapBU.2,4905,298
All.foldl' (+) 0 (small).MapUL.2,6396,406
All.foldl' (+) 0 (small).MapUB.2,5264,112
All.foldl' (+) 0 (small).MapUU.2,4970,408
All.foldl' (+) 0 (small).HashMapLazy.3,12888,670
All.foldl' (+) 0 (small).HashMapStrict.3,13306,1018
All.foldl' (+) 0 (small).MapBL.3,8664,838
All.foldl' (+) 0 (small).MapBB.3,5369,388
All.foldl' (+) 0 (small).MapBU.3,5306,344
All.foldl' (+) 0 (small).MapUL.3,8285,408
All.foldl' (+) 0 (small).MapUB.3,5158,384
All.foldl' (+) 0 (small).MapUU.3,4984,134
All.foldl' (+) 0 (small).HashMapLazy.4,15034,764
All.foldl' (+) 0 (small).HashMapStrict.4,15401,1206
All.foldl' (+) 0 (small).MapBL.4,8354,672
All.foldl' (+) 0 (small).MapBB.4,5194,140
All.foldl' (+) 0 (small).MapBU.4,4775,288
All.foldl' (+) 0 (small).MapUL.4,8644,402
All.foldl' (+) 0 (small).MapUB.4,4980,150
All.foldl' (+) 0 (small).MapUU.4,5069,374
All.foldl' (+) 0 (small).HashMapLazy.5,17295,1288
All.foldl' (+) 0 (small).HashMapStrict.5,17819,1464
All.foldl' (+) 0 (small).MapBL.5,9166,354
All.foldl' (+) 0 (small).MapBB.5,5199,468
All.foldl' (+) 0 (small).MapBU.5,5132,388
All.foldl' (+) 0 (small).MapUL.5,9779,876
All.foldl' (+) 0 (small).MapUB.5,5392,428
All.foldl' (+) 0 (small).MapUU.5,5348,206
All.foldl' (+) 0 (small).HashMapLazy.6,20123,816
All.foldl' (+) 0 (small).HashMapStrict.6,22402,1284
All.foldl' (+) 0 (small).MapBL.6,10514,946
All.foldl' (+) 0 (small).MapBB.6,5815,542
All.foldl' (+) 0 (small).MapBU.6,5736,306
