Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.Lookup (small).HashMapBB.8,8353,556,31,0,53477376
All.Lookup (small).HashMapBU.8,9111,690,32,0,53477376
All.Lookup (small).HashMapUL.8,7571,444,32,0,53477376
All.Lookup (small).HashMapUB.8,7999,332,32,0,53477376
All.Lookup (small).HashMapUU.8,9873,574,32,0,53477376
All.Lookup (small).Data_HashMap_Lazy.9,7824,522,32,0,53477376
All.Lookup (small).Data_HashMap_Strict.9,8293,790,32,0,53477376
All.Lookup (small).HashMapBL.9,8006,386,31,0,53477376
All.Lookup (small).HashMapBB.9,8021,712,31,0,53477376
All.Lookup (small).HashMapBU.9,9589,910,32,0,53477376
All.Lookup (small).HashMapUL.9,9782,714,32,0,53477376
All.Lookup (small).HashMapUB.9,8940,478,31,0,53477376
All.Lookup (small).HashMapUU.9,11378,842,32,0,53477376
All.Lookup (small).Data_HashMap_Lazy.10,8278,3982,31,0,53477376
All.Lookup (small).Data_HashMap_Strict.10,7746,660,31,0,53477376
All.Lookup (small).HashMapBL.10,9305,850,32,0,53477376
All.Lookup (small).HashMapBB.10,8202,354,32,0,54525952
All.Lookup (small).HashMapBU.10,7585,400,31,0,54525952
All.Lookup (small).HashMapUL.10,7696,290,31,0,54525952
All.Lookup (small).HashMapUB.10,8905,736,32,0,54525952
All.Lookup (small).HashMapUU.10,7232,324,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.11,8150,636,32,0,54525952
All.Lookup (small).Data_HashMap_Strict.11,8720,726,32,0,54525952
All.Lookup (small).HashMapBL.11,8383,348,32,0,54525952
All.Lookup (small).HashMapBB.11,7653,192,31,0,54525952
All.Lookup (small).HashMapBU.11,8487,682,32,0,54525952
All.Lookup (small).HashMapUL.11,7745,274,31,0,54525952
All.Lookup (small).HashMapUB.11,8720,780,32,0,54525952
All.Lookup (small).HashMapUU.11,7871,498,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.12,7971,698,32,0,54525952
All.Lookup (small).Data_HashMap_Strict.12,7695,640,32,0,54525952
All.Lookup (small).HashMapBL.12,8986,444,32,0,54525952
All.Lookup (small).HashMapBB.12,8699,736,32,0,54525952
All.Lookup (small).HashMapBU.12,8839,792,32,0,54525952
All.Lookup (small).HashMapUL.12,7847,328,31,0,54525952
All.Lookup (small).HashMapUB.12,8970,506,32,0,54525952
All.Lookup (small).HashMapUU.12,8207,576,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.13,7457,632,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.13,7362,190,31,0,54525952
All.Lookup (small).HashMapBL.13,7976,520,32,0,54525952
All.Lookup (small).HashMapBB.13,8603,302,31,0,54525952
All.Lookup (small).HashMapBU.13,8902,404,31,0,54525952
All.Lookup (small).HashMapUL.13,7671,420,32,0,54525952
All.Lookup (small).HashMapUB.13,7827,776,31,0,54525952
All.Lookup (small).HashMapUU.13,7531,726,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.14,7836,262,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.14,8419,430,32,0,54525952
All.Lookup (small).HashMapBL.14,9279,674,32,0,54525952
All.Lookup (small).HashMapBB.14,8289,370,32,0,54525952
All.Lookup (small).HashMapBU.14,9330,836,32,0,54525952
All.Lookup (small).HashMapUL.14,7855,108,31,0,54525952
All.Lookup (small).HashMapUB.14,7928,560,32,0,54525952
All.Lookup (small).HashMapUU.14,7599,718,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.15,9125,816,32,0,54525952
All.Lookup (small).Data_HashMap_Strict.15,8172,384,32,0,54525952
All.Lookup (small).HashMapBL.15,9135,216,31,0,54525952
All.Lookup (small).HashMapBB.15,7528,338,31,0,54525952
All.Lookup (small).HashMapBU.15,8748,386,31,0,54525952
All.Lookup (small).HashMapUL.15,8188,436,32,0,54525952
All.Lookup (small).HashMapUB.15,8448,138,31,0,54525952
All.Lookup (small).HashMapUU.15,8821,680,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.16,7893,450,32,0,54525952
All.Lookup (small).Data_HashMap_Strict.16,8648,424,32,0,54525952
All.Lookup (small).HashMapBL.16,8766,744,32,0,54525952
All.Lookup (small).HashMapBB.16,8261,746,32,0,54525952
All.Lookup (small).HashMapBU.16,8007,548,31,0,54525952
All.Lookup (small).HashMapUL.16,7708,612,32,0,54525952
All.Lookup (small).HashMapUB.16,8499,636,32,0,54525952
All.Lookup (small).HashMapUU.16,8774,646,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.17,7563,394,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.17,7777,460,32,0,54525952
All.Lookup (small).HashMapBL.17,7653,742,31,0,54525952
All.Lookup (small).HashMapBB.17,7712,638,31,0,54525952
All.Lookup (small).HashMapBU.17,8678,400,31,0,54525952
All.Lookup (small).HashMapUL.17,8602,260,31,0,54525952
All.Lookup (small).HashMapUB.17,6690,324,31,0,54525952
All.Lookup (small).HashMapUU.17,7556,650,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.18,7484,696,32,0,54525952
All.Lookup (small).Data_HashMap_Strict.18,7552,622,32,0,54525952
All.Lookup (small).HashMapBL.18,7036,500,31,0,54525952
All.Lookup (small).HashMapBB.18,7059,656,32,0,54525952
All.Lookup (small).HashMapBU.18,6986,360,31,0,54525952
All.Lookup (small).HashMapUL.18,6978,260,31,0,54525952
All.Lookup (small).HashMapUB.18,6794,514,32,0,54525952
All.Lookup (small).HashMapUU.18,8758,432,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.19,6885,506,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.19,8305,812,32,0,54525952
All.Lookup (small).HashMapBL.19,7984,340,31,0,54525952
All.Lookup (small).HashMapBB.19,8794,776,31,0,54525952
All.Lookup (small).HashMapBU.19,7785,186,31,0,54525952
All.Lookup (small).HashMapUL.19,7358,244,31,0,54525952
All.Lookup (small).HashMapUB.19,7239,376,32,0,54525952
All.Lookup (small).HashMapUU.19,7372,490,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.20,7219,342,32,0,54525952
All.Lookup (small).Data_HashMap_Strict.20,7062,498,31,0,54525952
All.Lookup (small).HashMapBL.20,7381,218,31,0,54525952
All.Lookup (small).HashMapBB.20,7024,536,31,0,54525952
All.Lookup (small).HashMapBU.20,8813,180,31,0,54525952
All.Lookup (small).HashMapUL.20,7157,334,31,0,54525952
All.Lookup (small).HashMapUB.20,7349,490,31,0,54525952
All.Lookup (small).HashMapUU.20,8228,612,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.21,7074,266,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.21,7622,714,32,0,54525952
All.Lookup (small).HashMapBL.21,8047,202,31,0,54525952
All.Lookup (small).HashMapBB.21,6872,620,32,0,54525952
All.Lookup (small).HashMapBU.21,8458,480,32,0,54525952
All.Lookup (small).HashMapUL.21,7945,582,32,0,54525952
All.Lookup (small).HashMapUB.21,7574,540,32,0,54525952
All.Lookup (small).HashMapUU.21,8043,390,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.22,7670,444,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.22,7826,520,32,0,54525952
All.Lookup (small).HashMapBL.22,6958,346,31,0,54525952
All.Lookup (small).HashMapBB.22,7594,674,32,0,54525952
All.Lookup (small).HashMapBU.22,7695,458,31,0,54525952
All.Lookup (small).HashMapUL.22,7883,172,31,0,54525952
All.Lookup (small).HashMapUB.22,7950,602,31,0,54525952
All.Lookup (small).HashMapUU.22,7871,362,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.23,7659,536,32,0,54525952
All.Lookup (small).Data_HashMap_Strict.23,7810,764,32,0,54525952
All.Lookup (small).HashMapBL.23,7117,520,32,0,54525952
All.Lookup (small).HashMapBB.23,7529,522,32,0,54525952
All.Lookup (small).HashMapBU.23,8164,306,31,0,54525952
All.Lookup (small).HashMapUL.23,8476,282,31,0,54525952
All.Lookup (small).HashMapUB.23,6625,430,31,0,54525952
All.Lookup (small).HashMapUU.23,9239,714,32,0,54525952
All.Lookup (small).Data_HashMap_Lazy.24,6912,178,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.24,7645,408,31,0,54525952
All.Lookup (small).HashMapBL.24,7178,658,31,0,54525952
All.Lookup (small).HashMapBB.24,7050,214,31,0,54525952
All.Lookup (small).HashMapBU.24,7805,548,32,0,54525952
All.Lookup (small).HashMapUL.24,7300,664,32,0,54525952
All.Lookup (small).HashMapUB.24,8105,658,32,0,54525952
All.Lookup (small).HashMapUU.24,6370,358,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.25,8009,1288,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.25,6586,866,31,0,54525952
All.Lookup (small).HashMapBL.25,6887,1400,31,0,54525952
All.Lookup (small).HashMapBB.25,7431,464,31,0,54525952
All.Lookup (small).HashMapBU.25,8207,738,32,0,54525952
All.Lookup (small).HashMapUL.25,7521,346,31,0,54525952
All.Lookup (small).HashMapUB.25,7226,122,31,0,54525952
All.Lookup (small).HashMapUU.25,7516,718,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.26,7621,312,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.26,8362,628,32,0,54525952
All.Lookup (small).HashMapBL.26,8739,632,32,0,54525952
All.Lookup (small).HashMapBB.26,7490,344,31,0,54525952
All.Lookup (small).HashMapBU.26,7429,372,31,0,54525952
All.Lookup (small).HashMapUL.26,7471,656,32,0,54525952
All.Lookup (small).HashMapUB.26,6817,1534,31,0,54525952
All.Lookup (small).HashMapUU.26,6892,642,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.27,7157,274,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.27,6909,574,31,0,55574528
All.Lookup (small).HashMapBL.27,7465,914,31,0,55574528
All.Lookup (small).HashMapBB.27,6457,484,31,0,55574528
All.Lookup (small).HashMapBU.27,8287,418,31,0,55574528
All.Lookup (small).HashMapUL.27,7870,494,31,0,55574528
All.Lookup (small).HashMapUB.27,7486,530,32,0,55574528
All.Lookup (small).HashMapUU.27,6890,446,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.28,6586,330,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.28,6968,568,31,0,55574528
All.Lookup (small).HashMapBL.28,7534,740,32,0,55574528
All.Lookup (small).HashMapBB.28,6667,496,31,0,55574528
All.Lookup (small).HashMapBU.28,7957,630,32,0,55574528
All.Lookup (small).HashMapUL.28,7950,566,32,0,55574528
All.Lookup (small).HashMapUB.28,8954,542,32,0,55574528
All.Lookup (small).HashMapUU.28,6820,610,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.29,7140,646,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.29,7246,528,32,0,55574528
All.Lookup (small).HashMapBL.29,6668,296,31,0,55574528
All.Lookup (small).HashMapBB.29,6648,626,31,0,55574528
All.Lookup (small).HashMapBU.29,8095,656,32,0,55574528
All.Lookup (small).HashMapUL.29,6865,618,31,0,55574528
All.Lookup (small).HashMapUB.29,8085,460,31,0,55574528
All.Lookup (small).HashMapUU.29,8365,686,32,0,55574528
All.Lookup (small).Data_HashMap_Lazy.30,6611,360,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.30,7090,526,31,0,55574528
All.Lookup (small).HashMapBL.30,6751,312,31,0,55574528
All.Lookup (small).HashMapBB.30,6355,222,31,0,55574528
All.Lookup (small).HashMapBU.30,6968,318,31,0,55574528
All.Lookup (small).HashMapUL.30,7401,314,31,0,55574528
All.Lookup (small).HashMapUB.30,7732,584,32,0,55574528
All.Lookup (small).HashMapUU.30,6786,510,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.31,7188,458,32,0,55574528
All.Lookup (small).Data_HashMap_Strict.31,7138,424,31,0,55574528
All.Lookup (small).HashMapBL.31,7582,650,32,0,55574528
All.Lookup (small).HashMapBB.31,7952,276,31,0,55574528
All.Lookup (small).HashMapBU.31,6684,434,31,0,55574528
All.Lookup (small).HashMapUL.31,8046,542,32,0,55574528
All.Lookup (small).HashMapUB.31,7946,516,31,0,55574528
All.Lookup (small).HashMapUU.31,6402,314,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.32,8452,742,32,0,55574528
All.Lookup (small).Data_HashMap_Strict.32,7647,438,31,0,55574528
All.Lookup (small).HashMapBL.32,7141,624,32,0,55574528
All.Lookup (small).HashMapBB.32,8133,624,31,0,55574528
All.Lookup (small).HashMapBU.32,7919,534,32,0,55574528
All.Lookup (small).HashMapUL.32,7562,686,31,0,55574528
All.Lookup (small).HashMapUB.32,9288,802,32,0,55574528
All.Lookup (small).HashMapUU.32,7835,540,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.1,7708,402,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.1,6852,416,31,0,55574528
All.Lookup (powers of two).HashMapBL.1,7567,560,31,0,55574528
All.Lookup (powers of two).HashMapBB.1,6826,640,31,0,55574528
All.Lookup (powers of two).HashMapBU.1,8080,616,31,0,55574528
All.Lookup (powers of two).HashMapUL.1,7280,186,31,0,55574528
All.Lookup (powers of two).HashMapUB.1,6682,638,31,0,55574528
All.Lookup (powers of two).HashMapUU.1,6873,532,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.2,6891,470,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.2,7044,240,31,0,55574528
All.Lookup (powers of two).HashMapBL.2,7560,468,31,0,55574528
All.Lookup (powers of two).HashMapBB.2,7371,274,31,0,55574528
All.Lookup (powers of two).HashMapBU.2,7459,306,31,0,55574528
All.Lookup (powers of two).HashMapUL.2,9066,784,32,0,55574528
All.Lookup (powers of two).HashMapUB.2,7024,118,31,0,55574528
All.Lookup (powers of two).HashMapUU.2,8870,740,32,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.4,7429,616,32,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.4,8252,726,32,0,55574528
All.Lookup (powers of two).HashMapBL.4,8728,746,32,0,55574528
All.Lookup (powers of two).HashMapBB.4,7899,540,31,0,55574528
All.Lookup (powers of two).HashMapBU.4,8555,688,32,0,55574528
All.Lookup (powers of two).HashMapUL.4,7632,548,31,0,55574528
All.Lookup (powers of two).HashMapUB.4,7129,622,31,0,55574528
All.Lookup (powers of two).HashMapUU.4,7055,144,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.8,7030,330,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.8,6812,116,31,0,55574528
All.Lookup (powers of two).HashMapBL.8,7369,302,31,0,55574528
All.Lookup (powers of two).HashMapBB.8,7689,198,31,0,55574528
All.Lookup (powers of two).HashMapBU.8,7326,452,31,0,55574528
All.Lookup (powers of two).HashMapUL.8,8505,808,32,0,55574528
All.Lookup (powers of two).HashMapUB.8,8296,426,32,0,55574528
All.Lookup (powers of two).HashMapUU.8,7157,440,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.16,7507,380,32,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.16,7024,680,32,0,55574528
All.Lookup (powers of two).HashMapBL.16,8300,798,32,0,55574528
All.Lookup (powers of two).HashMapBB.16,7499,514,31,0,55574528
All.Lookup (powers of two).HashMapBU.16,7176,134,31,0,55574528
All.Lookup (powers of two).HashMapUL.16,7306,588,31,0,55574528
All.Lookup (powers of two).HashMapUB.16,8700,530,32,0,55574528
All.Lookup (powers of two).HashMapUU.16,8212,430,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.32,7552,554,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.32,8411,420,32,0,56623104
All.Lookup (powers of two).HashMapBL.32,8675,670,32,0,56623104
All.Lookup (powers of two).HashMapBB.32,8121,762,32,0,56623104
All.Lookup (powers of two).HashMapBU.32,8862,760,32,0,56623104
All.Lookup (powers of two).HashMapUL.32,8675,822,32,0,56623104
All.Lookup (powers of two).HashMapUB.32,8544,510,32,0,56623104
All.Lookup (powers of two).HashMapUU.32,7839,504,32,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.64,7166,372,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.64,7319,484,31,0,56623104
All.Lookup (powers of two).HashMapBL.64,8300,588,32,0,56623104
All.Lookup (powers of two).HashMapBB.64,8631,468,31,0,56623104
All.Lookup (powers of two).HashMapBU.64,7466,718,31,0,56623104
All.Lookup (powers of two).HashMapUL.64,7440,536,31,0,56623104
All.Lookup (powers of two).HashMapUB.64,7821,304,31,0,56623104
All.Lookup (powers of two).HashMapUU.64,8724,342,32,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.128,9062,794,32,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.128,8177,328,31,0,56623104
All.Lookup (powers of two).HashMapBL.128,7639,742,32,0,56623104
All.Lookup (powers of two).HashMapBB.128,8469,652,32,0,56623104
All.Lookup (powers of two).HashMapBU.128,8451,352,31,0,56623104
All.Lookup (powers of two).HashMapUL.128,9507,836,32,0,56623104
All.Lookup (powers of two).HashMapUB.128,7863,784,32,0,56623104
All.Lookup (powers of two).HashMapUU.128,8524,408,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.256,7546,578,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.256,7824,580,31,0,56623104
All.Lookup (powers of two).HashMapBL.256,8444,608,32,0,56623104
All.Lookup (powers of two).HashMapBB.256,9097,384,32,0,56623104
All.Lookup (powers of two).HashMapBU.256,8515,474,31,0,56623104
All.Lookup (powers of two).HashMapUL.256,8281,306,31,0,56623104
All.Lookup (powers of two).HashMapUB.256,7981,192,31,0,56623104
All.Lookup (powers of two).HashMapUU.256,9784,882,32,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.512,8010,340,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.512,7996,428,31,0,56623104
All.Lookup (powers of two).HashMapBL.512,8364,174,31,0,56623104
All.Lookup (powers of two).HashMapBB.512,7903,480,31,0,56623104
All.Lookup (powers of two).HashMapBU.512,8037,494,31,0,56623104
All.Lookup (powers of two).HashMapUL.512,8621,620,32,0,56623104
All.Lookup (powers of two).HashMapUB.512,8935,714,32,0,56623104
All.Lookup (powers of two).HashMapUU.512,9446,356,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.1024,7959,552,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.1024,7925,442,31,0,56623104
All.Lookup (powers of two).HashMapBL.1024,8096,808,32,0,56623104
All.Lookup (powers of two).HashMapBB.1024,7823,502,31,0,57671680
All.Lookup (powers of two).HashMapBU.1024,7886,504,31,0,57671680
All.Lookup (powers of two).HashMapUL.1024,8564,336,32,0,57671680
All.Lookup (powers of two).HashMapUB.1024,8618,384,32,0,57671680
All.Lookup (powers of two).HashMapUU.1024,9098,174,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.0,9217,542,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.0,9571,760,32,0,57671680
All.Lookup ShortText (small).HashMapBL.0,6815,618,32,0,57671680
All.Lookup ShortText (small).HashMapBB.0,6798,238,31,0,57671680
All.Lookup ShortText (small).HashMapBU.0,6579,258,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.0,6686,212,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.0,7835,222,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.0,6675,108,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.1,10533,82,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.1,10906,1028,32,0,57671680
All.Lookup ShortText (small).HashMapBL.1,11101,706,32,0,57671680
All.Lookup ShortText (small).HashMapBB.1,9661,660,31,0,57671680
All.Lookup ShortText (small).HashMapBU.1,10118,778,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.1,10962,504,32,0,57671680
All.Lookup ShortText (small).HashMapUlB.1,10426,860,32,0,57671680
All.Lookup ShortText (small).HashMapUlU.1,9727,314,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.2,11117,1036,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.2,11082,418,31,0,57671680
All.Lookup ShortText (small).HashMapBL.2,11173,748,31,0,57671680
All.Lookup ShortText (small).HashMapBB.2,14720,1204,32,0,57671680
All.Lookup ShortText (small).HashMapBU.2,13180,944,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.2,12219,1002,32,0,57671680
All.Lookup ShortText (small).HashMapUlB.2,13295,782,32,0,57671680
All.Lookup ShortText (small).HashMapUlU.2,11605,214,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.3,11072,198,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.3,11820,364,31,0,57671680
All.Lookup ShortText (small).HashMapBL.3,11110,958,31,0,57671680
All.Lookup ShortText (small).HashMapBB.3,11654,1026,32,0,57671680
All.Lookup ShortText (small).HashMapBU.3,12399,856,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.3,12054,240,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.3,11724,750,32,0,57671680
All.Lookup ShortText (small).HashMapUlU.3,10858,922,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.4,11017,886,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.4,10711,492,32,0,57671680
All.Lookup ShortText (small).HashMapBL.4,10666,900,31,0,57671680
All.Lookup ShortText (small).HashMapBB.4,11332,458,32,0,57671680
All.Lookup ShortText (small).HashMapBU.4,11894,650,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.4,10461,200,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.4,12018,1166,32,0,57671680
All.Lookup ShortText (small).HashMapUlU.4,10611,212,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.5,10053,804,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.5,10560,690,32,0,57671680
All.Lookup ShortText (small).HashMapBL.5,12014,1154,32,0,57671680
All.Lookup ShortText (small).HashMapBB.5,10577,902,32,0,57671680
All.Lookup ShortText (small).HashMapBU.5,11797,854,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.5,12010,928,32,0,57671680
All.Lookup ShortText (small).HashMapUlB.5,11525,906,32,0,57671680
All.Lookup ShortText (small).HashMapUlU.5,12218,874,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.6,11585,1084,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.6,11490,854,32,0,57671680
All.Lookup ShortText (small).HashMapBL.6,11504,582,31,0,57671680
All.Lookup ShortText (small).HashMapBB.6,12193,640,32,0,57671680
All.Lookup ShortText (small).HashMapBU.6,12422,358,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.6,12362,618,32,0,57671680
All.Lookup ShortText (small).HashMapUlB.6,11862,868,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.6,11624,2830,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.7,11225,370,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.7,9663,352,31,0,57671680
All.Lookup ShortText (small).HashMapBL.7,10912,932,31,0,57671680
All.Lookup ShortText (small).HashMapBB.7,11608,630,32,0,57671680
All.Lookup ShortText (small).HashMapBU.7,10847,762,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.7,11496,806,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.7,11169,1574,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.7,12172,896,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.8,11685,388,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.8,10053,602,31,0,57671680
All.Lookup ShortText (small).HashMapBL.8,10661,270,31,0,57671680
All.Lookup ShortText (small).HashMapBB.8,11035,484,32,0,57671680
All.Lookup ShortText (small).HashMapBU.8,10528,898,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.8,10298,878,32,0,57671680
All.Lookup ShortText (small).HashMapUlB.8,11307,754,32,0,57671680
All.Lookup ShortText (small).HashMapUlU.8,10687,748,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.9,9990,936,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.9,10247,902,32,0,57671680
All.Lookup ShortText (small).HashMapBL.9,10559,532,31,0,57671680
All.Lookup ShortText (small).HashMapBB.9,10892,386,31,0,57671680
All.Lookup ShortText (small).HashMapBU.9,10813,748,32,0,57671680
All.Lookup ShortText (small).HashMapUlL.9,12419,1182,32,0,57671680
All.Lookup ShortText (small).HashMapUlB.9,11489,942,32,0,57671680
All.Lookup ShortText (small).HashMapUlU.9,12283,1206,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.10,11550,360,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.10,12201,764,31,0,57671680
All.Lookup ShortText (small).HashMapBL.10,12292,890,32,0,57671680
All.Lookup ShortText (small).HashMapBB.10,10560,354,31,0,57671680
All.Lookup ShortText (small).HashMapBU.10,10712,840,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.10,11719,212,31,0,58720256
All.Lookup ShortText (small).HashMapUlB.10,11614,212,31,0,58720256
All.Lookup ShortText (small).HashMapUlU.10,12121,726,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.11,10813,214,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.11,11417,786,32,0,58720256
All.Lookup ShortText (small).HashMapBL.11,10781,416,31,0,58720256
All.Lookup ShortText (small).HashMapBB.11,12084,848,32,0,58720256
All.Lookup ShortText (small).HashMapBU.11,11057,1048,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.11,10976,704,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.11,11221,934,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.11,12805,654,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.12,11953,702,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.12,11918,850,31,0,58720256
All.Lookup ShortText (small).HashMapBL.12,10567,400,31,0,58720256
All.Lookup ShortText (small).HashMapBB.12,11677,1114,31,0,58720256
All.Lookup ShortText (small).HashMapBU.12,11375,1070,31,0,58720256
All.Lookup ShortText (small).HashMapUlL.12,12317,678,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.12,10633,394,31,0,58720256
All.Lookup ShortText (small).HashMapUlU.12,11953,424,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.13,11647,994,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.13,12606,402,32,0,58720256
All.Lookup ShortText (small).HashMapBL.13,12321,1014,32,0,58720256
All.Lookup ShortText (small).HashMapBB.13,12351,1158,32,0,58720256
All.Lookup ShortText (small).HashMapBU.13,13001,666,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.13,11455,568,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.13,11441,438,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.13,11015,480,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.14,10395,1004,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.14,10662,438,32,0,58720256
All.Lookup ShortText (small).HashMapBL.14,10929,188,31,0,58720256
All.Lookup ShortText (small).HashMapBB.14,10584,812,32,0,58720256
All.Lookup ShortText (small).HashMapBU.14,11663,720,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.14,10887,384,31,0,58720256
All.Lookup ShortText (small).HashMapUlB.14,10646,920,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.14,10879,592,32,0,58720256
