Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.Lookup ShortText (small).Data_HashMap_Lazy.15,11216,118,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.15,11737,890,32,0,58720256
All.Lookup ShortText (small).HashMapBL.15,10649,552,31,0,58720256
All.Lookup ShortText (small).HashMapBB.15,10790,308,31,0,58720256
All.Lookup ShortText (small).HashMapBU.15,11048,906,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.15,11106,768,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.15,9726,912,31,0,58720256
All.Lookup ShortText (small).HashMapUlU.15,10759,590,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.16,11310,388,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.16,11628,1148,32,0,58720256
All.Lookup ShortText (small).HashMapBL.16,15170,1446,32,0,58720256
All.Lookup ShortText (small).HashMapBB.16,14013,604,31,0,58720256
All.Lookup ShortText (small).HashMapBU.16,12848,2552,31,0,58720256
All.Lookup ShortText (small).HashMapUlL.16,13852,106,31,0,58720256
All.Lookup ShortText (small).HashMapUlB.16,12595,716,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.16,12367,190,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.17,12562,982,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.17,9853,920,31,0,58720256
All.Lookup ShortText (small).HashMapBL.17,10634,718,32,0,58720256
All.Lookup ShortText (small).HashMapBB.17,11523,804,32,0,58720256
All.Lookup ShortText (small).HashMapBU.17,11278,164,31,0,58720256
All.Lookup ShortText (small).HashMapUlL.17,11396,818,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.17,10047,1822,31,0,58720256
All.Lookup ShortText (small).HashMapUlU.17,12086,1026,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.18,12405,454,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.18,11852,944,32,0,58720256
All.Lookup ShortText (small).HashMapBL.18,10834,1064,31,0,58720256
All.Lookup ShortText (small).HashMapBB.18,12229,1102,32,0,58720256
All.Lookup ShortText (small).HashMapBU.18,9888,2506,31,0,58720256
All.Lookup ShortText (small).HashMapUlL.18,10938,540,31,0,58720256
All.Lookup ShortText (small).HashMapUlB.18,11667,1082,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.18,10364,674,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.19,12197,910,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.19,13013,722,32,0,58720256
All.Lookup ShortText (small).HashMapBL.19,11085,810,31,0,58720256
All.Lookup ShortText (small).HashMapBB.19,11513,870,32,0,58720256
All.Lookup ShortText (small).HashMapBU.19,13076,1180,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.19,12893,1258,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.19,12150,450,31,0,58720256
All.Lookup ShortText (small).HashMapUlU.19,12626,812,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.20,10215,482,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.20,11452,960,32,0,58720256
All.Lookup ShortText (small).HashMapBL.20,12326,308,31,0,58720256
All.Lookup ShortText (small).HashMapBB.20,11560,1024,32,0,58720256
All.Lookup ShortText (small).HashMapBU.20,12694,770,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.20,13486,1222,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.20,10548,1656,31,0,58720256
All.Lookup ShortText (small).HashMapUlU.20,10184,250,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.21,11410,452,31,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.21,11380,968,32,0,58720256
All.Lookup ShortText (small).HashMapBL.21,13784,674,32,0,58720256
All.Lookup ShortText (small).HashMapBB.21,15439,1026,31,0,59768832
All.Lookup ShortText (small).HashMapBU.21,15631,1434,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.21,15942,1182,32,0,59768832
All.Lookup ShortText (small).HashMapUlB.21,13232,320,31,0,59768832
All.Lookup ShortText (small).HashMapUlU.21,14770,1192,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.22,10709,250,31,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.22,10548,1064,31,0,59768832
All.Lookup ShortText (small).HashMapBL.22,12056,508,32,0,59768832
All.Lookup ShortText (small).HashMapBB.22,10789,512,31,0,59768832
All.Lookup ShortText (small).HashMapBU.22,11868,2244,31,0,59768832
All.Lookup ShortText (small).HashMapUlL.22,12434,990,32,0,59768832
All.Lookup ShortText (small).HashMapUlB.22,11698,1142,31,0,59768832
All.Lookup ShortText (small).HashMapUlU.22,11679,1078,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.23,12161,1204,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.23,11023,486,31,0,59768832
All.Lookup ShortText (small).HashMapBL.23,11819,1140,32,0,59768832
All.Lookup ShortText (small).HashMapBB.23,11223,254,31,0,59768832
All.Lookup ShortText (small).HashMapBU.23,12381,750,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.23,11094,1890,31,0,59768832
All.Lookup ShortText (small).HashMapUlB.23,12842,1264,32,0,59768832
All.Lookup ShortText (small).HashMapUlU.23,13297,1310,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.24,10968,920,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.24,10840,458,31,0,59768832
All.Lookup ShortText (small).HashMapBL.24,10795,452,32,0,59768832
All.Lookup ShortText (small).HashMapBB.24,11459,692,32,0,59768832
All.Lookup ShortText (small).HashMapBU.24,12197,814,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.24,13092,400,31,0,59768832
All.Lookup ShortText (small).HashMapUlB.24,11319,456,31,0,59768832
All.Lookup ShortText (small).HashMapUlU.24,12247,818,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.25,11056,1084,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.25,12096,1034,32,0,59768832
All.Lookup ShortText (small).HashMapBL.25,14963,1132,32,0,59768832
All.Lookup ShortText (small).HashMapBB.25,14798,1148,32,0,59768832
All.Lookup ShortText (small).HashMapBU.25,15003,1052,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.25,13153,454,32,0,59768832
All.Lookup ShortText (small).HashMapUlB.25,13809,1276,32,0,59768832
All.Lookup ShortText (small).HashMapUlU.25,13617,1104,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.26,12405,836,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.26,11246,678,31,0,59768832
All.Lookup ShortText (small).HashMapBL.26,11604,1144,32,0,59768832
All.Lookup ShortText (small).HashMapBB.26,12224,1124,32,0,59768832
All.Lookup ShortText (small).HashMapBU.26,11849,648,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.26,11587,260,31,0,59768832
All.Lookup ShortText (small).HashMapUlB.26,12292,716,32,0,59768832
All.Lookup ShortText (small).HashMapUlU.26,11181,988,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.27,10876,616,31,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.27,10889,796,32,0,59768832
All.Lookup ShortText (small).HashMapBL.27,11984,754,32,0,59768832
All.Lookup ShortText (small).HashMapBB.27,11300,664,32,0,59768832
All.Lookup ShortText (small).HashMapBU.27,10970,580,31,0,59768832
All.Lookup ShortText (small).HashMapUlL.27,10458,444,32,0,59768832
All.Lookup ShortText (small).HashMapUlB.27,11727,972,32,0,59768832
All.Lookup ShortText (small).HashMapUlU.27,12056,762,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.28,11473,250,31,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.28,11519,622,31,0,59768832
All.Lookup ShortText (small).HashMapBL.28,13308,1314,31,0,59768832
All.Lookup ShortText (small).HashMapBB.28,14536,432,31,0,59768832
All.Lookup ShortText (small).HashMapBU.28,13699,1050,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.28,12841,944,32,0,59768832
All.Lookup ShortText (small).HashMapUlB.28,13116,882,32,0,59768832
All.Lookup ShortText (small).HashMapUlU.28,14741,1330,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.29,12209,1004,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.29,12165,450,32,0,59768832
All.Lookup ShortText (small).HashMapBL.29,14279,682,32,0,59768832
All.Lookup ShortText (small).HashMapBB.29,13391,748,32,0,59768832
All.Lookup ShortText (small).HashMapBU.29,12365,934,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.29,13944,436,31,0,59768832
All.Lookup ShortText (small).HashMapUlB.29,15265,1022,32,0,59768832
All.Lookup ShortText (small).HashMapUlU.29,13473,1084,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.30,11470,766,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.30,11534,500,31,0,59768832
All.Lookup ShortText (small).HashMapBL.30,11073,940,32,0,59768832
All.Lookup ShortText (small).HashMapBB.30,12627,716,32,0,59768832
All.Lookup ShortText (small).HashMapBU.30,11085,1084,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.30,11268,1080,32,0,59768832
All.Lookup ShortText (small).HashMapUlB.30,11135,606,32,0,59768832
All.Lookup ShortText (small).HashMapUlU.30,10662,826,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.31,11740,1054,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.31,11219,870,32,0,59768832
All.Lookup ShortText (small).HashMapBL.31,12837,714,32,0,59768832
All.Lookup ShortText (small).HashMapBB.31,13332,1246,32,0,59768832
All.Lookup ShortText (small).HashMapBU.31,14168,1220,32,0,59768832
All.Lookup ShortText (small).HashMapUlL.31,14706,1042,32,0,59768832
All.Lookup ShortText (small).HashMapUlB.31,12824,728,31,0,59768832
All.Lookup ShortText (small).HashMapUlU.31,14437,708,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Lazy.32,10786,640,32,0,59768832
All.Lookup ShortText (small).Data_HashMap_Strict.32,10037,736,32,0,60817408
All.Lookup ShortText (small).HashMapBL.32,11755,1166,32,0,60817408
All.Lookup ShortText (small).HashMapBB.32,10286,390,31,0,60817408
All.Lookup ShortText (small).HashMapBU.32,10247,946,32,0,60817408
All.Lookup ShortText (small).HashMapUlL.32,11257,1006,32,0,60817408
All.Lookup ShortText (small).HashMapUlB.32,10817,788,32,0,60817408
All.Lookup ShortText (small).HashMapUlU.32,9892,414,31,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.1,10062,364,31,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.1,11219,998,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.1,11231,726,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.1,10283,448,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.1,10053,756,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.1,12309,1182,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.1,10766,348,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.1,9291,172,31,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.2,10770,616,31,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.2,10967,812,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.2,12004,846,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.2,11683,526,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.2,9649,742,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.2,12550,996,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.2,11331,898,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.2,11844,1074,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.4,11501,1106,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.4,9946,636,31,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.4,9807,302,31,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.4,11447,1140,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.4,10996,464,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.4,11247,372,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.4,11973,896,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.4,12116,534,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.8,10583,1026,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.8,10417,756,31,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.8,11293,1108,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.8,11341,730,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.8,11077,614,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.8,11053,168,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.8,10410,868,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.8,11070,782,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.16,10924,600,31,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.16,10918,750,31,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.16,13688,466,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.16,13712,1308,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.16,14416,844,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.16,12701,292,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.16,14171,886,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.16,14484,1408,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.32,9650,716,31,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.32,10530,908,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.32,11510,914,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.32,12140,722,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.32,10880,914,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.32,11592,762,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.32,9907,692,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.32,11869,662,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.64,11908,366,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.64,12257,766,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.64,12173,1072,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.64,12164,894,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.64,12683,732,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.64,12669,898,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.64,11021,480,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.64,11126,702,31,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.128,11013,998,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.128,11318,1108,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.128,11543,738,31,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.128,11782,974,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.128,11328,1070,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.128,11956,776,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.128,11483,990,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlU.128,12452,1154,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.256,11492,840,32,0,60817408
All.Lookup ShortText (powers of two).Data_HashMap_Strict.256,10575,812,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBL.256,12868,916,32,0,60817408
All.Lookup ShortText (powers of two).HashMapBB.256,11006,548,31,0,60817408
All.Lookup ShortText (powers of two).HashMapBU.256,11650,410,32,0,60817408
All.Lookup ShortText (powers of two).HashMapUlL.256,11087,884,31,0,60817408
All.Lookup ShortText (powers of two).HashMapUlB.256,11510,880,32,0,61865984
All.Lookup ShortText (powers of two).HashMapUlU.256,12383,1160,32,0,61865984
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.512,13384,298,31,0,61865984
All.Lookup ShortText (powers of two).Data_HashMap_Strict.512,12863,796,31,0,61865984
All.Lookup ShortText (powers of two).HashMapBL.512,15694,1228,32,0,61865984
All.Lookup ShortText (powers of two).HashMapBB.512,15742,908,32,0,61865984
All.Lookup ShortText (powers of two).HashMapBU.512,16366,1124,32,0,61865984
All.Lookup ShortText (powers of two).HashMapUlL.512,15955,1198,32,0,61865984
All.Lookup ShortText (powers of two).HashMapUlB.512,15298,1494,32,0,61865984
All.Lookup ShortText (powers of two).HashMapUlU.512,16100,1274,32,0,61865984
All.Lookup ShortText (powers of two).Data_HashMap_Lazy.1024,11990,938,32,0,61865984
All.Lookup ShortText (powers of two).Data_HashMap_Strict.1024,13097,1284,32,0,61865984
All.Lookup ShortText (powers of two).HashMapBL.1024,12373,496,31,0,61865984
All.Lookup ShortText (powers of two).HashMapBB.1024,12542,1026,32,0,62914560
All.Lookup ShortText (powers of two).HashMapBU.1024,12701,508,31,0,62914560
All.Lookup ShortText (powers of two).HashMapUlL.1024,12335,690,31,0,62914560
All.Lookup ShortText (powers of two).HashMapUlB.1024,12324,570,31,0,62914560
All.Lookup ShortText (powers of two).HashMapUlU.1024,13027,1138,32,0,62914560
All.Foldr (+) 0 (small).Data_HashMap_Lazy.0,7475,432,47,0,62914560
All.Foldr (+) 0 (small).Data_HashMap_Strict.0,7736,376,47,0,62914560
All.Foldr (+) 0 (small).HashMapBL.0,6511,382,31,0,62914560
All.Foldr (+) 0 (small).HashMapBB.0,7525,650,31,0,62914560
All.Foldr (+) 0 (small).HashMapBU.0,6770,552,32,0,62914560
All.Foldr (+) 0 (small).HashMapUL.0,6831,348,32,0,62914560
All.Foldr (+) 0 (small).HashMapUB.0,6910,182,31,0,62914560
All.Foldr (+) 0 (small).HashMapUU.0,5619,72,31,0,62914560
All.Foldr (+) 0 (small).Data_HashMap_Lazy.1,8546,252,47,0,62914560
All.Foldr (+) 0 (small).Data_HashMap_Strict.1,9426,778,48,0,62914560
All.Foldr (+) 0 (small).HashMapBL.1,6635,352,31,0,62914560
All.Foldr (+) 0 (small).HashMapBB.1,6219,148,31,0,62914560
All.Foldr (+) 0 (small).HashMapBU.1,6491,600,31,0,62914560
All.Foldr (+) 0 (small).HashMapUL.1,7847,766,32,0,62914560
All.Foldr (+) 0 (small).HashMapUB.1,6828,296,31,0,62914560
All.Foldr (+) 0 (small).HashMapUU.1,6055,480,31,0,62914560
All.Foldr (+) 0 (small).Data_HashMap_Lazy.2,14225,712,64,0,62914560
All.Foldr (+) 0 (small).Data_HashMap_Strict.2,13296,848,63,0,62914560
All.Foldr (+) 0 (small).HashMapBL.2,17160,1178,103,0,62914560
All.Foldr (+) 0 (small).HashMapBB.2,16174,598,103,0,62914560
All.Foldr (+) 0 (small).HashMapBU.2,18104,1154,103,0,62914560
All.Foldr (+) 0 (small).HashMapUL.2,18283,1624,103,0,63963136
All.Foldr (+) 0 (small).HashMapUB.2,16196,504,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.2,16521,750,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.3,15015,226,63,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.3,15375,980,63,0,63963136
All.Foldr (+) 0 (small).HashMapBL.3,17192,1312,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.3,17705,1136,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.3,18626,1094,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.3,17876,1624,103,0,63963136
All.Foldr (+) 0 (small).HashMapUB.3,18383,1466,104,0,63963136
All.Foldr (+) 0 (small).HashMapUU.3,16237,1180,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.4,17123,1536,63,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.4,18028,866,63,0,63963136
All.Foldr (+) 0 (small).HashMapBL.4,21183,1672,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.4,18504,718,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.4,17286,1172,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.4,22416,1290,104,0,63963136
All.Foldr (+) 0 (small).HashMapUB.4,16610,1430,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.4,15918,1434,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.5,20344,1862,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.5,20317,1916,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.5,20692,1290,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.5,20686,1828,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.5,18861,1270,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.5,21139,1738,103,0,63963136
All.Foldr (+) 0 (small).HashMapUB.5,22900,1530,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.5,17445,1372,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.6,23648,1916,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.6,21891,1708,63,0,63963136
All.Foldr (+) 0 (small).HashMapBL.6,21279,364,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.6,22611,1244,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.6,20241,1986,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.6,22907,2048,103,0,63963136
All.Foldr (+) 0 (small).HashMapUB.6,21980,1480,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.6,18101,1188,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.7,25686,2348,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.7,24722,2080,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.7,24661,2274,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.7,22778,540,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.7,20572,1760,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.7,23728,2322,103,0,63963136
All.Foldr (+) 0 (small).HashMapUB.7,22886,542,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.7,18586,1370,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.8,28066,2560,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.8,26853,2078,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.8,24098,958,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.8,25835,906,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.8,20996,1098,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.8,26282,2414,104,0,63963136
All.Foldr (+) 0 (small).HashMapUB.8,24769,1376,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.8,19042,952,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.9,30340,2216,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.9,30331,2906,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.9,25808,1264,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.9,27212,1390,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.9,21050,1978,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.9,25989,1768,103,0,63963136
All.Foldr (+) 0 (small).HashMapUB.9,26693,654,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.9,21697,1774,104,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.10,32555,2242,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.10,31169,2920,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.10,32977,2586,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.10,27011,358,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.10,22222,928,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.10,33510,2878,104,0,63963136
All.Foldr (+) 0 (small).HashMapUB.10,26587,1288,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.10,21154,1978,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.11,34692,2956,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.11,33345,2664,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.11,31971,424,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.11,27347,1312,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.11,25853,1780,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.11,33129,3182,104,0,63963136
All.Foldr (+) 0 (small).HashMapUB.11,26497,1916,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.11,25401,748,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.12,36819,3246,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.12,36822,3072,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.12,33572,1522,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.12,28448,944,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.12,28958,2716,104,0,63963136
All.Foldr (+) 0 (small).HashMapUL.12,37717,1884,104,0,63963136
All.Foldr (+) 0 (small).HashMapUB.12,30279,2600,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.12,25554,2452,103,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.13,40817,3754,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.13,37809,2628,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.13,34564,1708,103,0,63963136
All.Foldr (+) 0 (small).HashMapBB.13,33196,6288,103,0,63963136
All.Foldr (+) 0 (small).HashMapBU.13,28519,2510,103,0,63963136
All.Foldr (+) 0 (small).HashMapUL.13,39482,3742,104,0,63963136
All.Foldr (+) 0 (small).HashMapUB.13,28503,2418,103,0,63963136
All.Foldr (+) 0 (small).HashMapUU.13,27788,2594,104,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Lazy.14,39903,2858,64,0,63963136
All.Foldr (+) 0 (small).Data_HashMap_Strict.14,39994,2714,64,0,63963136
All.Foldr (+) 0 (small).HashMapBL.14,40938,3004,104,0,63963136
All.Foldr (+) 0 (small).HashMapBB.14,28764,1890,103,0,65011712
All.Foldr (+) 0 (small).HashMapBU.14,30044,778,103,0,65011712
All.Foldr (+) 0 (small).HashMapUL.14,39707,2492,104,0,65011712
All.Foldr (+) 0 (small).HashMapUB.14,28513,1052,103,0,65011712
All.Foldr (+) 0 (small).HashMapUU.14,27328,1258,103,0,65011712
All.Foldr (+) 0 (small).Data_HashMap_Lazy.15,43940,3034,64,0,65011712
All.Foldr (+) 0 (small).Data_HashMap_Strict.15,44120,3826,64,0,65011712
All.Foldr (+) 0 (small).HashMapBL.15,44014,2726,104,0,65011712
All.Foldr (+) 0 (small).HashMapBB.15,32501,3214,103,0,65011712
All.Foldr (+) 0 (small).HashMapBU.15,35685,3516,104,0,65011712
All.Foldr (+) 0 (small).HashMapUL.15,40692,3702,104,0,65011712
All.Foldr (+) 0 (small).HashMapUB.15,31511,2862,103,0,65011712
All.Foldr (+) 0 (small).HashMapUU.15,31469,2342,103,0,65011712
All.Foldr (+) 0 (small).Data_HashMap_Lazy.16,48233,3724,64,0,65011712
All.Foldr (+) 0 (small).Data_HashMap_Strict.16,48149,4592,64,0,65011712
