Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.Lookup (small).HashMapUU.7,8412,2486,31,0,53477376
All.Lookup (small).Data_HashMap_Lazy.8,8778,1816,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.8,8379,2980,31,0,54525952
All.Lookup (small).HashMapBL.8,8355,2438,31,0,54525952
All.Lookup (small).HashMapBB.8,8164,1606,31,0,54525952
All.Lookup (small).HashMapBU.8,8289,1886,31,0,54525952
All.Lookup (small).HashMapUL.8,7657,1754,31,0,54525952
All.Lookup (small).HashMapUB.8,8182,1632,31,0,54525952
All.Lookup (small).HashMapUU.8,8559,2130,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.9,8366,2004,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.9,8524,1602,31,0,54525952
All.Lookup (small).HashMapBL.9,8229,1952,31,0,54525952
All.Lookup (small).HashMapBB.9,8355,1914,31,0,54525952
All.Lookup (small).HashMapBU.9,8713,1844,31,0,54525952
All.Lookup (small).HashMapUL.9,8140,1780,31,0,54525952
All.Lookup (small).HashMapUB.9,8550,1760,31,0,54525952
All.Lookup (small).HashMapUU.9,7958,2352,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.10,8266,1602,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.10,8306,2090,31,0,54525952
All.Lookup (small).HashMapBL.10,8012,1788,31,0,54525952
All.Lookup (small).HashMapBB.10,8214,2060,31,0,54525952
All.Lookup (small).HashMapBU.10,8178,1828,31,0,54525952
All.Lookup (small).HashMapUL.10,7910,1930,31,0,54525952
All.Lookup (small).HashMapUB.10,7857,1924,31,0,54525952
All.Lookup (small).HashMapUU.10,7986,2054,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.11,8356,2394,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.11,8355,2034,31,0,54525952
All.Lookup (small).HashMapBL.11,7921,1638,31,0,54525952
All.Lookup (small).HashMapBB.11,8410,1796,31,0,54525952
All.Lookup (small).HashMapBU.11,8381,1996,31,0,54525952
All.Lookup (small).HashMapUL.11,8092,1992,31,0,54525952
All.Lookup (small).HashMapUB.11,8181,1892,31,0,54525952
All.Lookup (small).HashMapUU.11,8065,2194,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.12,8288,1764,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.12,8778,2908,31,0,54525952
All.Lookup (small).HashMapBL.12,8069,2602,31,0,54525952
All.Lookup (small).HashMapBB.12,8484,1644,31,0,54525952
All.Lookup (small).HashMapBU.12,8429,2206,31,0,54525952
All.Lookup (small).HashMapUL.12,8110,1736,31,0,54525952
All.Lookup (small).HashMapUB.12,7966,1910,31,0,54525952
All.Lookup (small).HashMapUU.12,8168,1690,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.13,8184,2042,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.13,8408,1672,31,0,54525952
All.Lookup (small).HashMapBL.13,8017,2134,31,0,54525952
All.Lookup (small).HashMapBB.13,8293,2244,31,0,54525952
All.Lookup (small).HashMapBU.13,8310,1654,31,0,54525952
All.Lookup (small).HashMapUL.13,8205,1846,31,0,54525952
All.Lookup (small).HashMapUB.13,8162,1606,31,0,54525952
All.Lookup (small).HashMapUU.13,8001,2260,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.14,8391,1998,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.14,8452,1614,31,0,54525952
All.Lookup (small).HashMapBL.14,8226,1690,31,0,54525952
All.Lookup (small).HashMapBB.14,8662,1676,31,0,54525952
All.Lookup (small).HashMapBU.14,8351,2344,31,0,54525952
All.Lookup (small).HashMapUL.14,8005,2464,31,0,54525952
All.Lookup (small).HashMapUB.14,8269,2176,31,0,54525952
All.Lookup (small).HashMapUU.14,8004,2412,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.15,8219,1780,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.15,8309,2526,31,0,54525952
All.Lookup (small).HashMapBL.15,8061,2052,31,0,54525952
All.Lookup (small).HashMapBB.15,8323,1936,31,0,54525952
All.Lookup (small).HashMapBU.15,8428,1890,31,0,54525952
All.Lookup (small).HashMapUL.15,7871,2344,31,0,54525952
All.Lookup (small).HashMapUB.15,7922,1922,31,0,54525952
All.Lookup (small).HashMapUU.15,8061,2256,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.16,8158,2372,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.16,8253,1930,31,0,54525952
All.Lookup (small).HashMapBL.16,7928,1980,31,0,54525952
All.Lookup (small).HashMapBB.16,8028,1738,31,0,54525952
All.Lookup (small).HashMapBU.16,8168,2144,31,0,54525952
All.Lookup (small).HashMapUL.16,7981,1892,31,0,54525952
All.Lookup (small).HashMapUB.16,7861,2014,31,0,54525952
All.Lookup (small).HashMapUU.16,8120,1674,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.17,8195,1868,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.17,7994,2030,31,0,54525952
All.Lookup (small).HashMapBL.17,8084,1728,31,0,54525952
All.Lookup (small).HashMapBB.17,8160,2054,31,0,54525952
All.Lookup (small).HashMapBU.17,8252,1980,31,0,54525952
All.Lookup (small).HashMapUL.17,8051,1904,31,0,54525952
All.Lookup (small).HashMapUB.17,7957,1922,31,0,54525952
All.Lookup (small).HashMapUU.17,7948,1962,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.18,8128,2326,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.18,8164,1738,31,0,54525952
All.Lookup (small).HashMapBL.18,7967,1680,31,0,54525952
All.Lookup (small).HashMapBB.18,8235,1854,31,0,54525952
All.Lookup (small).HashMapBU.18,8264,2102,31,0,54525952
All.Lookup (small).HashMapUL.18,8084,1854,31,0,54525952
All.Lookup (small).HashMapUB.18,8271,2004,31,0,54525952
All.Lookup (small).HashMapUU.18,8109,1978,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.19,8391,2472,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.19,8145,2690,31,0,54525952
All.Lookup (small).HashMapBL.19,7804,2174,31,0,54525952
All.Lookup (small).HashMapBB.19,8310,2020,31,0,54525952
All.Lookup (small).HashMapBU.19,8103,1710,31,0,54525952
All.Lookup (small).HashMapUL.19,7783,2454,31,0,54525952
All.Lookup (small).HashMapUB.19,8047,2142,31,0,54525952
All.Lookup (small).HashMapUU.19,7949,1846,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.20,8394,1960,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.20,8200,2324,31,0,54525952
All.Lookup (small).HashMapBL.20,7966,1756,31,0,54525952
All.Lookup (small).HashMapBB.20,8136,1668,31,0,54525952
All.Lookup (small).HashMapBU.20,8341,1948,31,0,54525952
All.Lookup (small).HashMapUL.20,8349,1744,31,0,54525952
All.Lookup (small).HashMapUB.20,7977,2338,31,0,54525952
All.Lookup (small).HashMapUU.20,8155,1982,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.21,8129,2178,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.21,8179,2128,31,0,54525952
All.Lookup (small).HashMapBL.21,7872,2116,31,0,54525952
All.Lookup (small).HashMapBB.21,8013,1988,31,0,54525952
All.Lookup (small).HashMapBU.21,8228,1718,31,0,54525952
All.Lookup (small).HashMapUL.21,8069,1698,31,0,54525952
All.Lookup (small).HashMapUB.21,7900,1940,31,0,54525952
All.Lookup (small).HashMapUU.21,8044,2100,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.22,7984,2304,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.22,7973,1936,31,0,54525952
All.Lookup (small).HashMapBL.22,7573,2218,31,0,54525952
All.Lookup (small).HashMapBB.22,7896,1750,31,0,54525952
All.Lookup (small).HashMapBU.22,7988,1870,31,0,54525952
All.Lookup (small).HashMapUL.22,8095,1616,31,0,54525952
All.Lookup (small).HashMapUB.22,8020,1734,31,0,54525952
All.Lookup (small).HashMapUU.22,7598,2482,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.23,8266,1996,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.23,8092,2034,31,0,54525952
All.Lookup (small).HashMapBL.23,7879,1776,31,0,54525952
All.Lookup (small).HashMapBB.23,7987,2406,31,0,54525952
All.Lookup (small).HashMapBU.23,7981,2202,31,0,54525952
All.Lookup (small).HashMapUL.23,7756,1656,31,0,54525952
All.Lookup (small).HashMapUB.23,7584,1914,31,0,54525952
All.Lookup (small).HashMapUU.23,7910,2052,31,0,54525952
All.Lookup (small).Data_HashMap_Lazy.24,7946,2430,31,0,54525952
All.Lookup (small).Data_HashMap_Strict.24,8352,1666,31,0,54525952
All.Lookup (small).HashMapBL.24,8244,1998,31,0,54525952
All.Lookup (small).HashMapBB.24,8022,2940,31,0,54525952
All.Lookup (small).HashMapBU.24,8188,2136,31,0,54525952
All.Lookup (small).HashMapUL.24,7640,2264,31,0,54525952
All.Lookup (small).HashMapUB.24,7867,2240,31,0,54525952
All.Lookup (small).HashMapUU.24,7679,1634,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.25,7908,1618,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.25,8088,1924,31,0,55574528
All.Lookup (small).HashMapBL.25,7869,1824,31,0,55574528
All.Lookup (small).HashMapBB.25,8106,1750,31,0,55574528
All.Lookup (small).HashMapBU.25,8134,2178,31,0,55574528
All.Lookup (small).HashMapUL.25,7703,1896,31,0,55574528
All.Lookup (small).HashMapUB.25,7796,1740,31,0,55574528
All.Lookup (small).HashMapUU.25,7582,1908,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.26,8383,1944,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.26,8137,1654,31,0,55574528
All.Lookup (small).HashMapBL.26,7804,1990,31,0,55574528
All.Lookup (small).HashMapBB.26,7980,1906,31,0,55574528
All.Lookup (small).HashMapBU.26,7879,1804,31,0,55574528
All.Lookup (small).HashMapUL.26,7672,2042,31,0,55574528
All.Lookup (small).HashMapUB.26,7793,1688,31,0,55574528
All.Lookup (small).HashMapUU.26,8109,1662,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.27,8050,1812,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.27,8240,2310,31,0,55574528
All.Lookup (small).HashMapBL.27,7821,1810,31,0,55574528
All.Lookup (small).HashMapBB.27,8189,2022,31,0,55574528
All.Lookup (small).HashMapBU.27,8133,2688,31,0,55574528
All.Lookup (small).HashMapUL.27,7760,1650,31,0,55574528
All.Lookup (small).HashMapUB.27,7855,2106,31,0,55574528
All.Lookup (small).HashMapUU.27,7917,2576,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.28,8200,1800,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.28,8196,2152,31,0,55574528
All.Lookup (small).HashMapBL.28,7866,2028,31,0,55574528
All.Lookup (small).HashMapBB.28,8094,2278,31,0,55574528
All.Lookup (small).HashMapBU.28,8129,1598,31,0,55574528
All.Lookup (small).HashMapUL.28,8314,1816,31,0,55574528
All.Lookup (small).HashMapUB.28,7769,2150,31,0,55574528
All.Lookup (small).HashMapUU.28,7758,1988,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.29,8329,1860,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.29,8295,1978,31,0,55574528
All.Lookup (small).HashMapBL.29,8022,1688,31,0,55574528
All.Lookup (small).HashMapBB.29,8292,1678,31,0,55574528
All.Lookup (small).HashMapBU.29,8233,1718,31,0,55574528
All.Lookup (small).HashMapUL.29,7871,1686,31,0,55574528
All.Lookup (small).HashMapUB.29,8012,2254,31,0,55574528
All.Lookup (small).HashMapUU.29,7928,2314,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.30,7998,1640,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.30,8087,1696,31,0,55574528
All.Lookup (small).HashMapBL.30,7864,2088,31,0,55574528
All.Lookup (small).HashMapBB.30,8477,5540,31,0,55574528
All.Lookup (small).HashMapBU.30,8099,1974,31,0,55574528
All.Lookup (small).HashMapUL.30,8192,2098,31,0,55574528
All.Lookup (small).HashMapUB.30,8129,2440,31,0,55574528
All.Lookup (small).HashMapUU.30,8026,1826,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.31,8070,2002,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.31,8232,1848,31,0,55574528
All.Lookup (small).HashMapBL.31,7766,2202,31,0,55574528
All.Lookup (small).HashMapBB.31,8263,1758,31,0,55574528
All.Lookup (small).HashMapBU.31,8212,1974,31,0,55574528
All.Lookup (small).HashMapUL.31,7573,1762,31,0,55574528
All.Lookup (small).HashMapUB.31,7974,2104,31,0,55574528
All.Lookup (small).HashMapUU.31,7665,1892,31,0,55574528
All.Lookup (small).Data_HashMap_Lazy.32,8945,1706,31,0,55574528
All.Lookup (small).Data_HashMap_Strict.32,8711,1794,31,0,55574528
All.Lookup (small).HashMapBL.32,9981,2132,31,0,55574528
All.Lookup (small).HashMapBB.32,10269,1988,31,0,55574528
All.Lookup (small).HashMapBU.32,10183,1968,31,0,55574528
All.Lookup (small).HashMapUL.32,9895,1680,31,0,55574528
All.Lookup (small).HashMapUB.32,10177,1874,31,0,55574528
All.Lookup (small).HashMapUU.32,10117,2148,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.1,8438,1684,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.1,8152,1784,31,0,55574528
All.Lookup (powers of two).HashMapBL.1,7803,1856,31,0,55574528
All.Lookup (powers of two).HashMapBB.1,7629,2222,31,0,55574528
All.Lookup (powers of two).HashMapBU.1,7696,1882,31,0,55574528
All.Lookup (powers of two).HashMapUL.1,7587,2046,31,0,55574528
All.Lookup (powers of two).HashMapUB.1,7609,1620,31,0,55574528
All.Lookup (powers of two).HashMapUU.1,7214,2092,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.2,8353,2054,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.2,8335,2038,31,0,55574528
All.Lookup (powers of two).HashMapBL.2,8037,1710,31,0,55574528
All.Lookup (powers of two).HashMapBB.2,7944,1870,31,0,55574528
All.Lookup (powers of two).HashMapBU.2,8207,1616,31,0,55574528
All.Lookup (powers of two).HashMapUL.2,7925,2362,31,0,55574528
All.Lookup (powers of two).HashMapUB.2,7926,2098,31,0,55574528
All.Lookup (powers of two).HashMapUU.2,8224,1674,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.4,8649,2252,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.4,8539,1960,31,0,55574528
All.Lookup (powers of two).HashMapBL.4,7999,2416,31,0,55574528
All.Lookup (powers of two).HashMapBB.4,8133,1996,31,0,55574528
All.Lookup (powers of two).HashMapBU.4,8157,1802,31,0,55574528
All.Lookup (powers of two).HashMapUL.4,8164,2090,31,0,55574528
All.Lookup (powers of two).HashMapUB.4,7931,2442,31,0,55574528
All.Lookup (powers of two).HashMapUU.4,8722,2400,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.8,8765,1642,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.8,8336,1742,31,0,55574528
All.Lookup (powers of two).HashMapBL.8,8028,1994,31,0,55574528
All.Lookup (powers of two).HashMapBB.8,8290,1724,31,0,55574528
All.Lookup (powers of two).HashMapBU.8,8407,1932,31,0,55574528
All.Lookup (powers of two).HashMapUL.8,7952,1608,31,0,55574528
All.Lookup (powers of two).HashMapUB.8,8261,2118,31,0,55574528
All.Lookup (powers of two).HashMapUU.8,8352,2574,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Lazy.16,8620,1764,31,0,55574528
All.Lookup (powers of two).Data_HashMap_Strict.16,8574,1736,31,0,55574528
All.Lookup (powers of two).HashMapBL.16,8283,1986,31,0,55574528
All.Lookup (powers of two).HashMapBB.16,8081,1814,31,0,55574528
All.Lookup (powers of two).HashMapBU.16,8299,1928,31,0,56623104
All.Lookup (powers of two).HashMapUL.16,8165,1598,31,0,56623104
All.Lookup (powers of two).HashMapUB.16,8069,2232,31,0,56623104
All.Lookup (powers of two).HashMapUU.16,8258,2254,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.32,9194,1784,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.32,9096,1742,31,0,56623104
All.Lookup (powers of two).HashMapBL.32,11058,1874,31,0,56623104
All.Lookup (powers of two).HashMapBB.32,10540,2006,31,0,56623104
All.Lookup (powers of two).HashMapBU.32,10766,1826,31,0,56623104
All.Lookup (powers of two).HashMapUL.32,10420,1860,31,0,56623104
All.Lookup (powers of two).HashMapUB.32,10325,1922,31,0,56623104
All.Lookup (powers of two).HashMapUU.32,10763,2138,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.64,9622,1644,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.64,9483,1780,31,0,56623104
All.Lookup (powers of two).HashMapBL.64,10796,1742,31,0,56623104
All.Lookup (powers of two).HashMapBB.64,10324,2508,31,0,56623104
All.Lookup (powers of two).HashMapBU.64,10912,1868,31,0,56623104
All.Lookup (powers of two).HashMapUL.64,10531,2132,31,0,56623104
All.Lookup (powers of two).HashMapUB.64,10482,2210,31,0,56623104
All.Lookup (powers of two).HashMapUU.64,10440,2198,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.128,9448,1916,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.128,9678,1816,31,0,56623104
All.Lookup (powers of two).HashMapBL.128,10643,1888,31,0,56623104
All.Lookup (powers of two).HashMapBB.128,10541,1936,31,0,56623104
All.Lookup (powers of two).HashMapBU.128,10617,1988,31,0,56623104
All.Lookup (powers of two).HashMapUL.128,10626,2056,31,0,56623104
All.Lookup (powers of two).HashMapUB.128,10773,1702,31,0,56623104
All.Lookup (powers of two).HashMapUU.128,10638,1744,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.256,9447,1900,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.256,9512,1742,31,0,56623104
All.Lookup (powers of two).HashMapBL.256,10858,2146,31,0,56623104
All.Lookup (powers of two).HashMapBB.256,10838,1794,31,0,56623104
All.Lookup (powers of two).HashMapBU.256,10517,2070,31,0,56623104
All.Lookup (powers of two).HashMapUL.256,10674,1804,31,0,56623104
All.Lookup (powers of two).HashMapUB.256,10555,1694,31,0,56623104
All.Lookup (powers of two).HashMapUU.256,10737,2396,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.512,9760,1660,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.512,9567,2146,31,0,56623104
All.Lookup (powers of two).HashMapBL.512,10644,2226,31,0,56623104
All.Lookup (powers of two).HashMapBB.512,10719,1796,31,0,56623104
All.Lookup (powers of two).HashMapBU.512,10796,1790,31,0,56623104
All.Lookup (powers of two).HashMapUL.512,10894,1766,31,0,56623104
All.Lookup (powers of two).HashMapUB.512,10650,2196,31,0,56623104
All.Lookup (powers of two).HashMapUU.512,10856,1832,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Lazy.1024,10787,2202,31,0,56623104
All.Lookup (powers of two).Data_HashMap_Strict.1024,10540,1778,31,0,56623104
All.Lookup (powers of two).HashMapBL.1024,14564,4378,32,0,57671680
All.Lookup (powers of two).HashMapBB.1024,14281,4122,32,0,57671680
All.Lookup (powers of two).HashMapBU.1024,14296,3226,32,0,57671680
All.Lookup (powers of two).HashMapUL.1024,14247,3492,32,0,57671680
All.Lookup (powers of two).HashMapUB.1024,14166,3976,32,0,57671680
All.Lookup (powers of two).HashMapUU.1024,14191,3906,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.0,10828,2066,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.0,10715,1836,31,0,57671680
All.Lookup ShortText (small).HashMapBL.0,7529,2590,31,0,57671680
All.Lookup ShortText (small).HashMapBB.0,7631,1866,31,0,57671680
All.Lookup ShortText (small).HashMapBU.0,7615,1816,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.0,7392,2002,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.0,7494,1752,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.0,7390,1868,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.1,10404,1688,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.1,10307,1842,31,0,57671680
All.Lookup ShortText (small).HashMapBL.1,9838,2350,31,0,57671680
All.Lookup ShortText (small).HashMapBB.1,9894,2318,31,0,57671680
All.Lookup ShortText (small).HashMapBU.1,10016,2400,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.1,10524,2528,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.1,10012,1722,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.1,10054,1672,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.2,10245,1896,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.2,10632,2618,31,0,57671680
All.Lookup ShortText (small).HashMapBL.2,10147,2132,31,0,57671680
All.Lookup ShortText (small).HashMapBB.2,10469,1922,31,0,57671680
All.Lookup ShortText (small).HashMapBU.2,10298,1952,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.2,10480,2008,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.2,10448,2876,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.2,10400,1754,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.3,10525,1822,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.3,10226,1758,31,0,57671680
All.Lookup ShortText (small).HashMapBL.3,10415,2214,31,0,57671680
All.Lookup ShortText (small).HashMapBB.3,10603,2182,31,0,57671680
All.Lookup ShortText (small).HashMapBU.3,10779,2346,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.3,10720,1670,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.3,10684,1762,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.3,10494,1746,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.4,10386,1926,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.4,10508,1976,31,0,57671680
All.Lookup ShortText (small).HashMapBL.4,10496,2010,31,0,57671680
All.Lookup ShortText (small).HashMapBB.4,10406,2206,31,0,57671680
All.Lookup ShortText (small).HashMapBU.4,10548,1692,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.4,10597,2262,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.4,10457,2244,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.4,10566,2242,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.5,10494,2144,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.5,10464,1872,31,0,57671680
All.Lookup ShortText (small).HashMapBL.5,10285,1840,31,0,57671680
All.Lookup ShortText (small).HashMapBB.5,10447,1894,31,0,57671680
All.Lookup ShortText (small).HashMapBU.5,10556,2966,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.5,10445,2076,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.5,10637,1748,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.5,10476,1712,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.6,10365,1778,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.6,10363,2072,31,0,57671680
All.Lookup ShortText (small).HashMapBL.6,10222,1938,31,0,57671680
All.Lookup ShortText (small).HashMapBB.6,10548,1658,31,0,57671680
All.Lookup ShortText (small).HashMapBU.6,10492,1994,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.6,10829,1634,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.6,10591,2242,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.6,10389,1866,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.7,10773,2168,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.7,10360,2006,31,0,57671680
All.Lookup ShortText (small).HashMapBL.7,10225,2094,31,0,57671680
All.Lookup ShortText (small).HashMapBB.7,10479,1758,31,0,57671680
All.Lookup ShortText (small).HashMapBU.7,10402,2178,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.7,10581,2160,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.7,10437,1844,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.7,10664,1948,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.8,10282,1710,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.8,10310,1888,31,0,57671680
All.Lookup ShortText (small).HashMapBL.8,10383,2908,31,0,57671680
All.Lookup ShortText (small).HashMapBB.8,10413,1998,31,0,57671680
All.Lookup ShortText (small).HashMapBU.8,10715,1748,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.8,10966,1732,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.8,10890,1602,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.8,10917,1858,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.9,10876,1616,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.9,10882,1618,31,0,57671680
All.Lookup ShortText (small).HashMapBL.9,10818,1902,31,0,57671680
All.Lookup ShortText (small).HashMapBB.9,10886,2116,31,0,57671680
All.Lookup ShortText (small).HashMapBU.9,10939,2078,31,0,57671680
All.Lookup ShortText (small).HashMapUlL.9,11024,2094,31,0,57671680
All.Lookup ShortText (small).HashMapUlB.9,10706,2598,31,0,57671680
All.Lookup ShortText (small).HashMapUlU.9,10989,2150,31,0,57671680
All.Lookup ShortText (small).Data_HashMap_Lazy.10,14528,4454,32,0,57671680
All.Lookup ShortText (small).Data_HashMap_Strict.10,14333,3798,32,0,57671680
All.Lookup ShortText (small).HashMapBL.10,14221,3584,32,0,57671680
All.Lookup ShortText (small).HashMapBB.10,14394,4124,32,0,57671680
All.Lookup ShortText (small).HashMapBU.10,14617,3884,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.10,14178,3212,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.10,13819,3706,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.10,14165,3814,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.11,14254,4230,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.11,14550,4006,32,0,58720256
All.Lookup ShortText (small).HashMapBL.11,14380,3718,32,0,58720256
All.Lookup ShortText (small).HashMapBB.11,14368,3812,32,0,58720256
All.Lookup ShortText (small).HashMapBU.11,14663,3280,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.11,14413,3200,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.11,14022,5142,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.11,13986,4102,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.12,14077,4088,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.12,14852,3290,32,0,58720256
All.Lookup ShortText (small).HashMapBL.12,14296,4208,32,0,58720256
All.Lookup ShortText (small).HashMapBB.12,14351,3664,32,0,58720256
All.Lookup ShortText (small).HashMapBU.12,14422,4030,32,0,58720256
All.Lookup ShortText (small).HashMapUlL.12,14097,3720,32,0,58720256
All.Lookup ShortText (small).HashMapUlB.12,14340,3980,32,0,58720256
All.Lookup ShortText (small).HashMapUlU.12,14016,4224,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Lazy.13,14654,4650,32,0,58720256
All.Lookup ShortText (small).Data_HashMap_Strict.13,14339,4414,32,0,58720256
All.Lookup ShortText (small).HashMapBL.13,14052,3302,32,0,58720256
